,title,company,rating,search_city,location,salary,age,summary
10,Chief Analytics Officer,ChenMed,3.4,Miami,"Miami, FL 33169",,27 days ago,"Strong technical background in data analytics, data management tools and software and/or artificial intelligence.High business acumen and acuity."
11,"Tenured/Tenure-Track faculty positions, in the Department of...",Florida International University,4.3,Miami,"Miami, FL",,Just posted,"Artificial intelligence and machine learning;Florida International University invites applications for multiple Tenured/Tenure-Track faculty positions, in the…"
12,"Director, Digital Product",Royal Caribbean Cruises Ltd.,4.2,Miami,"Miami, FL 33132 (Downtown area)",,30+ days ago,"The ideal candidate will also have an eye toward the rapidly evolving digital landscape and provide leadership over advanced and emerging concepts, such as the…"
13,"Artificial Intelligence, Senior Consultant - Applied Artific...",Deloitte,4.0,Miami,"Miami, FL 33131",,30+ days ago,"Artificial Intelligence, Senior Consultant – Applied Artificial Intelligence.AI Senior Consultants will Architect, Position, Design, Develop and Deploy…"
14,Scientific Informatics Consultant,Accenture,4.0,Miami,"Miami, FL 33134",,30+ days ago,As an Accenture Scientific Informatics Services Specialist you will be exposed to the technologies and processes that many leading U.S. companies and government…
15,Software Developer - SAS - ADMIN (Contract),Capgemini,3.8,Miami,"Coral Gables, FL",,Today,"Responsible for providing senior level expertise on overall technology, infrastructure and administration of the SAS platform on a UNIX-AIX server environment."
16,"Regional Sales Executive, South Florida",DISCO,,Miami,"Miami, FL",,13 days ago,DISCO is hiring regional sales executives to close transactional eDiscovery deals at litigation boutiques and AmLaw 200 firms and grow our share of business…
17,"Conversational Artificial Intelligence Designer, Manager - A...",Deloitte,4.0,Miami,"Miami, FL 33131",,30+ days ago,"Architect, Position, Design, Develop and Deploy enterprise solutions which include components across the Artificial Intelligence spectrum such as Chatbots,…"
18,"Conversational Artificial Intelligence Architect, Manger - A...",Deloitte,4.0,Miami,"Miami, FL 33131",,30+ days ago,"Architect, Position, Design, Develop and Deploy enterprise solutions which include components across the Artificial Intelligence spectrum such as Chatbots,…"
19,Content Specialist Intern,Outsmart Labs,,Miami,"Miami, FL",,30+ days ago,"Have an interest in technology, data science and artificial intelligence.Outsmart Labs is seeking a content specialist focused on writing to contribute to the…"
20,GPS – TM1 Specialist,Deloitte,4.0,Miami,"Miami, FL 33131 (Downtown area)",,8 days ago,"Deloitte Services LP includes internal support areas such as Marketing and Communications, Human Resources/Talent, Information Technology, Facilities Management…"
21,Software Developer - Sr. Spark Developer (Contract),Capgemini,3.8,Miami,"Coral Gables, FL",,Today,"Sr. Big Data Developer - Spark Streaming & SQL, Kafka, Scala.SPARK Developer with Java/Scala/Spring-boot experience on Big Data Platform."
22,Sr. CAP Manager,Aspect Software Inc,3.8,Miami,"Miami, FL",,5 days ago,"High-level escalation management role responsible for understanding and documenting all aspects of customers escalation concerns, identifying action plan(s) to…"
23,"Director, Product ZR0367",Zar Technology Services,,Miami,"Miami, FL",,30+ days ago,"The ideal candidate will also have an eye toward the rapidly evolving digital landscape and provide leadership over advanced and emerging concepts, such as the…"
24,"Director, Data Analytics",Royal Caribbean Cruises Ltd.,4.2,Miami,"Miami, FL 33132 (Port of Miami - Dodge Island area)",,30+ days ago,"Familiarity with traditional and emerging database technologies including data visualization tools, cloud technologies, machine learning and artificial…"
25,Applied Artificial Intelligence - Artificial Intelligence -...,Deloitte,4.0,Miami,"Miami, FL 33131 (Downtown area)",,30+ days ago,"Architect, Position, Design, Develop and Deploy enterprise solutions which include components across the Artificial Intelligence spectrum such as Chatbots,…"
26,"Director, Energy Management",Royal Caribbean Cruises Ltd.,4.2,Miami,"Miami, FL 33132 (Port of Miami - Dodge Island area)",,30+ days ago,Some knowledge of data modelling and Artificial Intelligence.A key element will also to be to lead the development of new initiatives such as advanced energy…
27,Assistant/Associate Professor in Information Systems and Bus...,Florida International University,4.3,Miami,"Miami, FL",,Just posted,The primary teaching responsibilities include Information Systems courses in Cybersecurity; additional preference will be given for the ability to teach…
28,Accenture Consulting Digital Summer Analyst,Accenture,4.0,Miami,"Miami, FL 33134",,30+ days ago,"Learn the basics of business marketing digital strategies including:Synthesizing client needs into clear requirements – e.g., business goals, pain points and…"
29,GPS – TM1 Developer,Deloitte,4.0,Miami,"Miami, FL 33131 (Downtown area)",,8 days ago,"Deloitte Services LP includes internal support areas such as Marketing and Communications, Human Resources/Talent, Information Technology, Facilities Management…"
30,Accenture Consulting Digital Summer Analyst,Accenture,4.0,Miami,"Miami, FL 33134",,30+ days ago,"Learn the basics of business marketing digital strategies including:Synthesizing client needs into clear requirements – e.g., business goals, pain points and…"
31,"Data Analyst, Data Analytics & AI",Royal Caribbean Cruises Ltd.,4.2,Miami,"Miami, FL 33132 (Port of Miami - Dodge Island area)",,30+ days ago,The best candidate will also have experience with Natural Language Processing and exposure to working with systems in the Artificial Intelligence space.
32,Entry Level Accenture Technology Advanced Application Engine...,Accenture,4.0,Miami,"Miami, FL 33134",,30+ days ago,Have a concentration in Artificial Intelligence and/or Machine Learning.Visit us here to find out more about Accenture Technology.
33,Account Executive - Miami,"ACTS, Inc.",,Miami,"Miami, FL 33130 (Little Havana area)",,30+ days ago,"Ability to get up-to-speed on technologies and their value proposition for helping organizations transform, including cloud implementation and migration,…"
34,Machine Learning Developer,Viramar Worldwide,,Miami,"Fort Lauderdale, FL",,30+ days ago,The Machine Learning Developer will work with a team of robotics engineers to develop and implement various robot and artificial intelligence applications.
35,SAP FI-CA Specialist - West Region,Accenture,4.0,Miami,"Miami, FL 33134",,6 days ago,"Do you want to revolutionize the future of business?SAP professionals design, implement and deploy SAP solutions to achieve defined business goals."
36,Sr. Wireless Engineer,"Insight Enterprises, Inc.",3.6,Miami,"Miami, FL",,30+ days ago,"2018 Dell EMC Server Partner of the Year, 2018 Intel Retail Solution Partner of the Year, 2018 Microsoft Worldwide Artificial Intelligence Partner of the Year."
37,Consultant,OZ DIGITAL CONSULTING WIZARDS,,Miami,"Fort Lauderdale, FL",,30+ days ago,"Ownership of Prescriptive and Predictive Analytics, Artificial Intelligence, Machine Learning, Data Science, Information Management, Big Data or IoT project…"
38,"Director, Onboard Revenue Data & Analytics",Royal Caribbean Cruises Ltd.,4.2,Miami,"Miami, FL 33132 (Port of Miami - Dodge Island area)",,30+ days ago,"Demonstrate advanced understanding of analytics, including predictive modeling, Artificial Intelligence, and deep learning."
39,LIMS Developer,Accenture,4.0,Miami,"Miami, FL 33134",,30+ days ago,As an Accenture Scientific Informatics Services consultant you will be exposed to the technologies and processes that many leading US companies and government…
40,Machine Learning Developer,Viramar Worldwide,,Miami,"Fort Lauderdale, FL",,30+ days ago,"The Machine Learning Developer will work with a team of robotics engineers to develop and implement various robot and artificial intelligence applications.Big DataExperience using large amounts of data to extract and analyze insights about products, populations, or services. AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks. TensorFlowAn open-source software library used for numerical computation for building machine learning applications.+8 moreScrumKnowledge of or experience with the scrum software development process, which is a type of agile methodology.C/C++Generic programming language developed by Bjarne Stroustrup. C is standardized by the ISO (International Standards Organization) and ANSI (American National Standards Institute). C++ is standardized by the ISO.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis.JavaA compiled programming language and computing platform. Runs mainly on servers.Computer Science DegreePostsecondary degree in computer science, including degrees in information technology. A degree in computer engineering focuses on programming, data architecture, algorithms, and theory.PythonAn interpreted, open-source programming language.Data Science DegreePostsecondary degree in data science."
41,"Senior Data Scientist, Data Analytics & AI",Royal Caribbean Cruises Ltd.,4.2,Miami,"Miami, FL 33132 (Port of Miami - Dodge Island area)",,30+ days ago,"Royal Caribbean is seeking a talented, experienced and inquisitive Data Scientist to design and implement cutting edge solutions across a breadth of domain…AgileKnowledge of or experience managing projects in incremental iterations to continually maximize flexibility and efficiency of a process.C#Object-oriented programming language developed by Microsoft as part of the .NET framework infrastructure.CassandraOpen-source noSQL database built with NoSQL for scalability and high availability and developed by Apache.+28 moreC/C++Generic programming language developed by Bjarne Stroustrup. C is standardized by the ISO (International Standards Organization) and ANSI (American National Standards Institute). C++ is standardized by the ISO.Disability FriendlyIndividuals with disabilities are encouraged to apply.AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks. MongoDBOpen-source NOSQL document-oriented database.AzureA cloud computing platform developed by Microsoft.SQLProgramming language used for interacting with data held in a relational database.Deep LearningKnowledge of or experience with using deep learning, a subfield of machine learning in which the model has the ability to learn and make decisions on its own by relying on layers of ANN (artificial neural networks).SASProject management and business analytics software developed by the SAS Institute.Data ScienceKnowledge or experience employing various data science methods, algorithms, and programming languages.APIsSkill or experience with programming interfaces that allow communication between products or services.TensorFlowAn open-source software library used for numerical computation for building machine learning applications.Cloud ComputingExperience with cloud computing platforms, administration, and tools. The cloud is a term used to describe instances in which shared computers or servers are used to store or process data, while also making that data accessible through the Internet. Software DevelopmentExperience in or knowledge of software development.Natural Language ProcessingExperience with Natural Language Processing, a process that focuses on interaction between computers and human languages.JavaA compiled programming language and computing platform. Runs mainly on servers.Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.RA software environment and language for statistical computing.ScriptingExperience writing computer scripts, typically to automate tasks. Common scripting languages include Python, Perl, and Java.PythonAn interpreted, open-source programming language.ForecastingSkill in or experience making predictions about future financial outcomes through the analysis of trends and patterns in data.ScalaA functional programming language that runs on the JVM (Java Virtual Machine).Data MiningSkill in data mining techniques used to identify patterns in large amounts of data.NoSQLDatabase technologies optimized to handle large, rapidly changing data sets. Encompasses all non-relational databases.AWSExperience with Amazon Web Services, a platform which provides a wide array of information technology services to individuals or organizations. Services include but are not limited to cloud computing, data storage, database services, business applications, and content delivery. Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis.Statistics DegreePostsecondary degree in statistics. Customer SegmentationExperience dividing a market or consumer base into smaller groups, based on shared characteristics, in order to personalize marketing campaigns. Sentiment AnalyticsExperience with techniques or processes used to extract emotional signals from text for consumer sentiment analysis."
42,Vulnerability Assessments - Red Team (Vice President),CITI,3.9,Miami,"Fort Lauderdale, FL",,30+ days ago,"Act as thought leaders for addressing new security challenges such as IoT, cloud, robotics, and artificial intelligence.Deep understanding of OSI model.MetasploitPenetration testing software.RubyAn open-source, object-oriented programming language.PerlA general-purpose programming language often used for developing web applications and scripting.+10 moreJavaA compiled programming language and computing platform. Runs mainly on servers.PythonAn interpreted, open-source programming language.LinuxOpen-source kernel for a family of operating systems.DNSA decentralized naming system for devices connected to the internet or a private network. Maps domain names to IP addresses.Full-timeAn employee will work full time.LDAPA protocol for accessing and maintaining a distributed directory over the internet. Disability FriendlyIndividuals with disabilities are encouraged to apply.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study..NETA back-end software framework developed by Microsoft. .NET encompasses an array of software development tools.Routing ProtocolsKnowledge of or experience with various routing protocols. Routing protocols specify routes between nodes on a computer network to allow for communication."
