,title,company,rating,search_city,location,salary,age,summary
10,Postdoctoral Researcher: Artificial Intelligence and Stochas...,National Renewable Energy Laboratory,3.8,Denver,"Golden, CO 80401",,30+ days ago,Postdoctoral Researcher: Artificial Intelligence and Stochastic Optimization for Energy Systems.Evaluate and track the state of artificial intelligence and…
11,Principal Business Application Consultant,Aspect Software Inc,3.8,Denver,"Denver, CO",,2 days ago,Develops and delivers detailed business solutions through consulting project activities.Responsibilities include leading consulting workshops to meet customer…
12,Project Manager,NICE inContact,,Denver,"Denver, CO",,4 days ago,"The role of the Project Manager (Services) is to manage all aspects of the project over the entire project life (initiate, plan, execute, control, close)…"
13,Customer Success Manager- Denver,Veritone,3.3,Denver,"Denver, CO",,7 days ago,"The company’s proprietary operating system, aiWARE™, orchestrates an expanding ecosystem of machine learning models to transform audio, video, and other data…"
14,Dotmatics Developer,Accenture,4.0,Denver,"Denver, CO 80203 (Capitol Hill area)",,30+ days ago,As an Accenture Scientific Informatics Services Specialist you will be exposed to the technologies and processes that many leading US companies and government…
15,Data Scientist,Dataiku,,Denver,"Denver, CO",,30+ days ago,"We're looking for a Data Scientist to join Dataiku in our offices in New York or Denver.Internally, we call the team the DataFab, ask us about it!"
16,Software Engineering Intern – Summer 2020,CACI,3.8,Denver,"Denver, CO 80225",,16 days ago,"CACI’s Business and Information Technology Solutions (BITS) Sector, is seeking a high energy software engineering intern to support an artificial intelligence…"
17,Solution Engineer - Water,Esri,3.8,Denver,"Denver, CO",,Just posted,"Basic understanding of artificial intelligence/machine learning concepts.Become a core member of an account team as you present, demonstrate, and support…"
18,Platform Engineer - DevOps (Contract),Capgemini,3.8,Denver,"Denver, CO 80237 (Hampden South area)",,Today,"This position is responsible for creating CI/CD pipelines, Weblogic set up, cluster creation and management, automate builds and deployments using DevOps tools…"
19,"Client Account Director- Watson Health, Colorado",IBM,3.9,Denver,"Denver, CO 80221",,30+ days ago,The Government Health and Human Services business of IBM Watson Health is seeking an experienced healthcare information technology business leader to oversee…
20,Vaisala Giant Leap 2020 US: Research & Development Project,Vaisala,3.4,Denver,"Louisville, CO 80027",,5 days ago,"This project is titled ""Using satellite measurements and artificial intelligence for better environmental monitoring and forecasting."".Who we are looking for."
21,"Conversational Artificial Intelligence Designer, Manager - A...",Deloitte,4.0,Denver,"Denver, CO",,30+ days ago,"Architect, Position, Design, Develop and Deploy enterprise solutions which include components across the Artificial Intelligence spectrum such as Chatbots,…"
22,"Conversational Artificial Intelligence Architect, Manger - A...",Deloitte,4.0,Denver,"Denver, CO",,30+ days ago,"Architect, Position, Design, Develop and Deploy enterprise solutions which include components across the Artificial Intelligence spectrum such as Chatbots,…"
23,GPS – TM1 Specialist,Deloitte,4.0,Denver,"Denver, CO",,8 days ago,"Deloitte Services LP includes internal support areas such as Marketing and Communications, Human Resources/Talent, Information Technology, Facilities Management…"
24,"Internship - Innovation Technology, Denver CO/Balitmore MD (...",Transamerica,3.6,Denver,"Denver, CO 80221",,9 days ago,"Usage of Cloud platforms such as Amazon Web Services, Microsoft Azure, and Microsoft Office 365 allow tremendous agility and speed to market for implementation…"
25,"Senior Associate, Business Services",KPMG,4.0,Denver,"Denver, CO 80202 (Lodo area)",,12 days ago,"Assist clients with building capability centers to enable seamless internal and external customer experience, actionable insights from enterprise data through…"
26,Applied Artificial Intelligence - Artificial Intelligence -...,Deloitte,4.0,Denver,"Denver, CO",,30+ days ago,"Architect, Position, Design, Develop and Deploy enterprise solutions which include components across the Artificial Intelligence spectrum such as Chatbots,…"
27,Salesforce Admin and Sales Analyst/Ops,TapClicks,,Denver,"Denver, CO",,30+ days ago,"TapClicks is the only end-to-end marketing operations platform that allows companies to streamline their marketing operations, manage and optimize campaigns and…"
28,Engineering Manager - Looks Creation,Nordstrom,3.9,Denver,"Denver, CO",,24 days ago,As Engineering Manager for Looks Creation you will report to the Director of Engineering for Looks and lead a team of 6-8 software engineers in support of a…
29,"Artificial Intelligence, Senior Consultant - Applied Artific...",Deloitte,4.0,Denver,"Denver, CO",,30+ days ago,"Artificial Intelligence, Senior Consultant – Applied Artificial Intelligence.AI Senior Consultants will Architect, Position, Design, Develop and Deploy…"
30,Data Science Pod Leader,Dataiku,,Denver,"Denver, CO",,30+ days ago,"Dataiku’s promise to our customers is to provide them with the software and support needed to accelerate their Data Science and Machine Learning maturity.Leadership ExperienceExperience providing direction to individuals in any environment.SQLProgramming language used for interacting with data held in a relational database.Paid Time OffPaid time off from work.APIsSkill or experience with programming interfaces that allow communication between products or services.JavaScriptA dynamic scripting language used to enhance web pages. Runs mainly in browsers.RA software environment and language for statistical computing.+7 moreKubernetesA system for automating the management of containerized applications.Data VisualizationKnowledge of or experience in data visualization concepts and tools.PythonAn interpreted, open-source programming language.Data StructuresExperience or skill with the organization and storage of data that allows for easy access and modification.ScalaA functional programming language that runs on the JVM (Java Virtual Machine).Health InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.Public SpeakingSkill or experience speaking in front of an audience."
31,GPS – TM1 Developer,Deloitte,4.0,Denver,"Denver, CO",,8 days ago,"Deloitte Services LP includes internal support areas such as Marketing and Communications, Human Resources/Talent, Information Technology, Facilities Management…SAFeA scaling framework which enables the implementation of Agile and Lean practices at an enterprise level.AnalyticsExperience or skill with finding and analyzing patterns in data.AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks. AgileKnowledge of or experience managing projects in incremental iterations to continually maximize flexibility and efficiency of a process.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.Computer Science DegreePostsecondary degree in computer science, including degrees in information technology. A degree in computer engineering focuses on programming, data architecture, algorithms, and theory.+1 moreCognosA suite of business intelligence and performance management software by IBM."
32,Business Development Representative,TapClicks,,Denver,"Denver, CO",,30+ days ago,"TapClicks is the only end-to-end marketing operations platform that allows companies to streamline their marketing operations, manage and optimize campaigns and…Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.Business DevelopmentExperience or knowledge identifying pipelines for new business growth, including new markets, new distribution channels, or new products.CRM SoftwareCRM (customer relationship management) software is used by companies to manage relationships with current and potential customers. Inside SalesExperience selling goods or services remotely.Communication SkillsExperience or skill effectively exchanging and understanding information, verbally or in writing.Sales ExperienceSkill or experience with sales.+2 moreMartechExperience with marketing technology tools.AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks."
33,"Data Scientist, Mid",Booz Allen Hamilton,3.9,Denver,"Aurora, CO",,3 days ago,"As a data scientist, you can turn these complex data sets into useful information to solve global challenges.Possession of excellent analytical skills.Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis.RA software environment and language for statistical computing.PythonAn interpreted, open-source programming language.Project ManagementSkills or experience related to project management. Project management includes planning, executing, and monitoring projects in order to meet requirements while controlling budget, scope, and timeline.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.SQLProgramming language used for interacting with data held in a relational database.+15 moreMaster's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.Disability FriendlyIndividuals with disabilities are encouraged to apply.Analysis SkillsSkill at using mental reasoning or research to gain insight into or solve problems.Tuition ReimbursementMoney offered to help pay for an employee's tuition based on stipulations outlined in a contractual arrangement.Communication SkillsExperience or skill effectively exchanging and understanding information, verbally or in writing.Secret ClearanceSecurity clearance that provides access to sensitive government information, granted after a background investigation.TableauData visualization software built for business intelligence applications. Developed by Tableau.StatisticsKnowledge or experience in the field of statistics, from basic to advanced.SplunkA suite of software products used to collect, index, and analyze large amounts of machine-generated data. AnalyticsExperience or skill with finding and analyzing patterns in data.DockerContainer management software. Allows software to be run in the cloud across machines.Data AnalyticsKnowledge of methods to perform quantitative or statistical analyses of data sets in a business environment, typically using specialized software or programming languages.Data VisualizationKnowledge of or experience in data visualization concepts and tools.FraudKnowledge and experience with fraud compliance, detection, and prevention.Data Science DegreePostsecondary degree in data science."
34,Analytics Architect,"Corporate, Various Locations",3.7,Denver,"Broomfield, CO 80038",,30+ days ago,"Leverage big data, machine learning and artificial intelligence technologies to build innovative solutions.You know how to have fun.Certified Scrum MasterA certification awarded by the Scrum Alliance upon completing coursework and passing an exam about the Scrum framework, a type of Agile methodology for iterative project management.HBaseOpen-source non-relational database written in Java and developed by Apache.UMLA standardized modeling language used for visualizing and designing software systems.XMLA user-defined markup language primarily used for sharing data on the Web. Visual StudioIntegrated design environment (IDE) used to develop computer programs, mobile apps, web apps, and more. OracleDatabase used for online transaction processing and data warehousing developed by Oracle Corporation.+31 moreCognosA suite of business intelligence and performance management software by IBM.JSONExperience with or knowledge of JSON (JavaScript Object Notation), an open-standard file format.Vision InsuranceHealth insurance specifically for vision which may cover eye exams and eyewear.C#Object-oriented programming language developed by Microsoft as part of the .NET framework infrastructure.Presentation SkillsExperience effectively speaking and communicating information to a large or small audience. AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks. Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.Dental InsuranceHealth insurance specifically for dental which may cover teeth cleanings and cavity fillings.PL/SQLA procedural language extension to Oracle's Structured Query Language (SQL).TableauData visualization software built for business intelligence applications. Developed by Tableau.HadoopA framework that allows for the distributed processing of large data sets across clusters of computers using simple programming models.Microsoft SQL ServerProprietary relational database management system written in C/C++ and developed by Microsoft.Paid Time OffPaid time off from work.RESTExperience with REST (Representational State Transfer). REST is a protocol for accessing Web services. REST-compliant systems are often called RESTful systems.Design ThinkingSkill or experience in the human-centered methodology of creating innovative ideas and problem solving.MySQLOpen-source relational database management system written in C/C++ and developed by Oracle.SASProject management and business analytics software developed by the SAS Institute.APIsSkill or experience with programming interfaces that allow communication between products or services.Computer Science DegreePostsecondary degree in computer science, including degrees in information technology. A degree in computer engineering focuses on programming, data architecture, algorithms, and theory.JavaA compiled programming language and computing platform. Runs mainly on servers.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.Health InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.Project ManagementSkills or experience related to project management. Project management includes planning, executing, and monitoring projects in order to meet requirements while controlling budget, scope, and timeline.HiveData warehouse software.AlteryxA data science and analytics platform.PythonAn interpreted, open-source programming language.SQLProgramming language used for interacting with data held in a relational database.AgileKnowledge of or experience managing projects in incremental iterations to continually maximize flexibility and efficiency of a process.Data StructuresExperience or skill with the organization and storage of data that allows for easy access and modification.Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis.Holistic MedicineMedical specialty that combines a variety of healthcare techniques including conventional medication and alternative therapies in order to treat a whole person, mind and body."
35,Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.",3.6,Denver,"Denver, CO 80237 (Southeastern Denver area)",,Today,"A Bachelor or Masters Degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or…DevOpsSkill or experience in the agile relationship and processes between software development and IT operations to improve communication and collaboration.Doctoral DegreeTerminal degree awarded by universities or colleges at the completion of an advanced, research-focused course of study. A Doctoral Degree enables the holder to teach at high levels in universities or colleges, or to work in other specialized professional roles. C/C++Generic programming language developed by Bjarne Stroustrup. C is standardized by the ISO (International Standards Organization) and ANSI (American National Standards Institute). C++ is standardized by the ISO.Disability FriendlyIndividuals with disabilities are encouraged to apply.AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks. SQLProgramming language used for interacting with data held in a relational database.+13 moreS3AWS (Amazon Web Services) cloud computing service that provides object storage.TensorFlowAn open-source software library used for numerical computation for building machine learning applications.JavaA compiled programming language and computing platform. Runs mainly on servers.Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.RA software environment and language for statistical computing.Data VisualizationKnowledge of or experience in data visualization concepts and tools.PythonAn interpreted, open-source programming language.RedshiftA data warehouse product that is part of the larger cloud computing platform, Amazon Web Services.Data MiningSkill in data mining techniques used to identify patterns in large amounts of data.AWSExperience with Amazon Web Services, a platform which provides a wide array of information technology services to individuals or organizations. Services include but are not limited to cloud computing, data storage, database services, business applications, and content delivery. Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.FPGASkill or experience designing or programming FPGAs (Field Programmable Gate Arrays), circuits that are configured by the consumer after purchasing the device."
36,Sr. Java Engineer,Terma Software,,Denver,"Boulder, CO",,4 days ago,"Experience with statistical sampling, workflow systems, advanced algorithms, artificial intelligence.March 17, 2015 3:57 am.CIExperience consolidating several developers' code into a shared repository in order to detect potential bugs or problems before deployment.AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks. DatabasesExperience or skill working with databases.EmailPotential candidates may apply by email.Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.HibernateAn object-relational mapping (ORM) tool for Java.+15 moreBachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.JavaA compiled programming language and computing platform. Runs mainly on servers.Computer Science DegreePostsecondary degree in computer science, including degrees in information technology. A degree in computer engineering focuses on programming, data architecture, algorithms, and theory.Unit TestingExperience with unit testing, a software development process whereby the smallest testable parts of operation (units) are individually tested.AgileKnowledge of or experience managing projects in incremental iterations to continually maximize flexibility and efficiency of a process.RESTExperience with REST (Representational State Transfer). REST is a protocol for accessing Web services. REST-compliant systems are often called RESTful systems.Test Driven DevelopmentSkill or experience in the software development process which involves writing and testing code.APIsSkill or experience with programming interfaces that allow communication between products or services.JUnitA testing framework used for unit testing in Java.JBossAn application server that runs on multiple platforms.MathKnowledge of or experience with general mathematical concepts.Mathematics DegreePostsecondary degree in mathematics, applied mathematics, probability, or number theory. GradleAn open-source build automation tool.JDBCJava API that permits connectivity between applications written in Java and a variety of databases.SVNA software version control system used to maintain current and previous versions of source code, documentation, and web pages."
37,"Lending Advisor, ODX",OnDeck,3.6,Denver,"Denver, CO",,30+ days ago,"Your personality is engaging - powerful work ethic, resilience, and emotional intelligence.As a Lending Advisor at OnDeck, you will:Here are some of ours:Time ManagementExperience or skill managing time in order to complete tasks quickly and efficiently. Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.Tuition ReimbursementMoney offered to help pay for an employee's tuition based on stipulations outlined in a contractual arrangement.401(k)A retirement savings plan sponsored by an employer which allows employees to invest tax-deferred, pre-tax or post-tax contributions. Employers may offer matching or non-elective contributions on behalf of employees as an additional benefit. Sales ExperienceSkill or experience with sales.Disability FriendlyIndividuals with disabilities are encouraged to apply.+3 moreHealth InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.401(k) MatchingAn employer-sponsored retirement savings plan, with pre-tax or tax-deferred benefits, where employers match employee contributions.Parental LeaveJob-protected maternity, paternity, and adoption leave for new parents."
38,Regional BIM Manager,CannonDesign,4.1,Denver,"Denver, CO",,30+ days ago,"Champion the 'I' in BIM to leverage data collection and query for purposes of design intelligence, optimization, automation, simulation and downstream…NavisWorks3D project review software.Rhinoceros 3D3D computer-aided design (CAD) modeling software.Architecture DegreePostsecondary degree in architecture.Disability FriendlyIndividuals with disabilities are encouraged to apply.RevitBuilding information modeling software developed by Autodesk that is used primarily for designing buildings.Engineering DegreePostsecondary degree in engineering. +7 moreCommunication SkillsExperience or skill effectively exchanging and understanding information, verbally or in writing.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.AutoCADCAD (computer-aided design) software developed by Autodesk.Organizational SkillsAbility to organize workload, processes, or physical objects and spaces.Data CollectionExperience researching and gathering objective and accurate information relevant to subjects of interest. GrasshopperA visual programming language and environment that runs within the Rhinoceros 3D CAD (computer-aided design) application.AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks."
39,Accenture Consulting Digital Summer Analyst,Accenture,4.0,Denver,"Denver, CO",,30+ days ago,"Learn the basics of business marketing digital strategies including:Synthesizing client needs into clear requirements – e.g., business goals, pain points and…Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.SeasonalAn employee will work to support seasonal business needs for a specific period of time, such as the summer or holiday season.Online ApplicationPotential candidates may apply by completing a standardized online form.Disability FriendlyIndividuals with disabilities are encouraged to apply.Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks. +3 moreMobile ApplicationsSkill or experience with software applications designed for mobile devices.Adobe CampaignCross-channel marketing campaign management software.Salesforce Marketing CloudA customer relationship management system used by marketers. It was previously known as ExactTarget before being acquired by Salesforce."
40,Regional BIM Manager,CannonDesign,4.1,Denver,"Denver, CO",,30+ days ago,"Champion the 'I' in BIM to leverage data collection and query for purposes of design intelligence, optimization, automation, simulation and downstream…"
41,Technical Services Consultant,Verizon,3.9,Denver,"Denver, CO 80202 (Lodo area)",,30+ days ago,"The Technical Services Engineer works primarily to support our customers adopting indoor/outdoor navigation solutions, large venue experiences, data science…"
42,Analytics Architect,"Corporate, Various Locations",3.7,Denver,"Broomfield, CO 80038",,30+ days ago,"Leverage big data, machine learning and artificial intelligence technologies to build innovative solutions.You know how to have fun."
43,"Artificial Intelligence, Senior Manager - Applied Artificial...",Deloitte,4.0,Denver,"Denver, CO",,30+ days ago,"A Senior Manager at Deloitte is expected to contribute to the firm's growth and development in a variety of ways, including:Eagerness to mentor junior staff."
44,"Associate, AI Engineer",KPMG,4.0,Denver,"Denver, CO 80202 (Lodo area)",,18 days ago,Work in multi-disciplinary and cross-functional teams to translate business requirements into artificial intelligence goals and solution architecture; Rapidly…
45,Program Manager,Verizon,3.9,Denver,"Denver, CO 80202 (Lodo area)",,30+ days ago,"The VLS Agile Program Manager is responsible for VLS portfolio level planning, reporting, resourcing and coordination.Experience within an Agile environment."
46,"Technical Manager, DevOps & QA",Verizon,3.9,Denver,"Denver, CO 80202 (Lodo area)",,5 days ago,"Lead teams across a variety of engineering related disciplines with responsibilities of talent acquisition and management, career growth, team building, and…"
47,Genetics Grant Research Associate,University of Colorado Boulder,4.2,Denver,"Boulder, CO 80309 (Colorado University area)","$55,000 a year",7 days ago,"The Wager Lab at ICS, University of Colorado Boulder encourages applications for a postdoctoral researcher in pain genetics.What We Would Like You To Have."
48,Analytics Product Management Intern,Maxar Technologies,3.7,Denver,"Westminster, CO",,30+ days ago,Please review the job details below.We are currently seeking an Analytics Product Management Intern to join our 2020 Summer Internship Program.
49,Software Engineer,Google,4.3,Denver,"Boulder, CO 80302",,30+ days ago,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking…"
50,Technical & Solution Sales Support,Ericsson,4.1,Denver,"Denver, CO 80228",,30+ days ago,Job Summary - Customer Solution Sales Director – Managed Services.The title of this role is Customer Solution Sales Partner and with over 8 years of experience…
51,SAP FI-CA Specialist - West Region,Accenture,4.0,Denver,"Denver, CO",,6 days ago,"Do you want to revolutionize the future of business?SAP professionals design, implement and deploy SAP solutions to achieve defined business goals."
52,Software Engineer,Google,4.3,Denver,"Boulder, CO 80302",,30+ days ago,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking…"
53,"Sales Executive, Enterprise (Denver)",BrightTALK,2.9,Denver,"Denver, CO",,30+ days ago,"You will be selling BrightTALK's SaaS content marketing platform, content services and high quality leads that are generated by connecting client content to…"
54,Regional Sales Director,ZeroFOX,4.0,Denver,"Denver, CO",,10 days ago,"ZeroFOX seeks a self-motivated, results-driven and assertive individual to cultivate new business relationships and leverage existing client accounts."
55,"Growth Sales Executive (SF, Denver, Phoenix, NY, London, or...",BrightTALK,2.9,Denver,"Denver, CO",,30+ days ago,"You will be selling BrightTALK's SaaS content marketing platform, content services and high quality leads that are generated by connecting client content to…"
56,"Conversational Artificial Intelligence Architect, Manager -...",Deloitte,4.0,Denver,"Denver, CO",,30+ days ago,"Architect, Position, Design, Develop and Deploy enterprise solutions which include components across the Artificial Intelligence spectrum such as Chatbots,…"
57,Data Acquisition Developer Intern Summer 2020,ABB,4.0,Denver,"Broomfield, CO",,13 days ago,"Contribute to artificial intelligence/machine learning (AI/ML) and data modeling projects.Business Intelligence (BI Tools) including Tableau, Spotfire,…"
58,"VP, Health Product Data Strategy","SomaLogic, Inc.",,Denver,"Boulder, CO 80301",,30+ days ago,"Drive strategy, partnerships and possible non-organic growth opportunities around advanced computing, artificial intelligence and machine learning capabilities…"
59,"Assistant, Associate, Full Professor (Tenure-Track)",University of Colorado,4.1,Denver,"Aurora, CO",,30+ days ago,"Technologies applied to healthcare, e.g., informatics, data science, machine learning, artificial intelligence; and/or."
60,2020 Summer Internship – Geoscience Data Scientist,IHS Markit,3.6,Denver,"Englewood, CO 80112",,7 days ago,"We are looking for a candidate in Data Science with knowledge in artificial intelligence and machine learning.To be eligible for a Summer Internship, you will:"
61,Tenure-Track Faculty,University of Colorado,4.1,Denver,"Denver, CO 80204 (Auraria area)",,30+ days ago,"While candidates in all areas of computer science will be considered, the areas of cybersecurity, software engineering, artificial intelligence, robotics, cloud…"
62,Internship Pgm - Summer 2020 Under/grad– Collection Data Sci...,ABB,4.0,Denver,"Broomfield, CO",,10 days ago,Experience with artificial intelligence and/or machine learning is a plus.Contribute to artificial intelligence/machine learning (AI/ML) and data modeling…
63,Entry Level Accenture Technology Advanced Application Engine...,Accenture,4.0,Denver,"Denver, CO",,30+ days ago,Have a concentration in Artificial Intelligence and/or Machine Learning.Visit us here to find out more about Accenture Technology.
64,Analytic Consultant 4 - Compliance and Operational Risk Arti...,Wells Fargo,3.7,Denver,"Denver, CO",,6 days ago,Establishing and executing a framework for problems to be solved using artificial intelligence techniques that includes:Experience with bias and variance.
65,Finance & Business Operations Manager,Verizon,3.9,Denver,"Denver, CO 80202 (Central Business District area)",,30+ days ago,We are looking for a talented professional passionate about the business of location and geospatial services to manage financial analytics for the Business…
66,"Software Engineer, Engineering Productivity",Google,4.3,Denver,"Boulder, CO 80302",,30+ days ago,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking…"
67,Senior Data Engineer,Verizon,3.9,Denver,"Denver, CO 80202 (Central Business District area)",,6 days ago,"As a Data Engineer, you will be solving deep technical problems and building innovative solutions in a fast paced environment working with smart and passionate…"
68,Principal RF Engineer,Verizon,3.9,Denver,"Greenwood Village, CO 80111",,7 days ago,"Drive requirements, develop process flows, develop priorities and work with NS, HQ, and regions to develop Fuze Planning.Participate in the Submarket reviews."
69,Agile Scrum Master,Verizon,3.9,Denver,"Denver, CO 80202 (Central Business District area)",,30+ days ago,"Coordinating all Scrum Ceremonies including Sprint Planning, Daily Standups, Sprint retrospectives, Sprint Demos, Story Grooming, and Release Planning."
70,Account Executive - Advanced Analytics,"ESRI, Inc.",3.8,Denver,"Denver, CO",,21 days ago,"Prospect, develop, and implement GeoAI location strategies for organizations.Maintain a healthy pipeline of business growth opportunities."
71,Systems Engineer III,Leidos,3.8,Denver,"Littleton, CO 80127",,30+ days ago,"Artificial Intelligence (AI) / Machine Learning (ML).This team is growing rapidly and is looking for a highly motivated, fun-loving, techy to fill this key…"
72,Assistant or Associate Professor in Mechanical and Materials...,The University Of Denver,4.2,Denver,"Denver, CO 80208 (University area)",,11 days ago,"To learn about Inclusive Excellence at the University of Denver, please visit https://www.du.edu/about/diversity.Evidence of excellence in teaching."
73,Data Scientist - Tax Ignition,KPMG,4.0,Denver,"Denver, CO 80202 (Lodo area)",,30+ days ago,"MS or BS in Computer Science, Applied Statistics, Engineering, Science or other quantitative discipline with specialization and experience in Artificial…"
74,Healthcare Solution Architect,Maven Wave Partners,3.0,Denver,"Denver, CO",,10 days ago,"Architecting and developing scalable enterprise solutions in one (or many) of the following areas): Analytics/Big Data, Artificial intelligence, Application…"
75,"Software Engineer, iOS",Google,4.3,Denver,"Boulder, CO 80302",,15 days ago,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking…"
76,Account Executive - Advanced Analytics,Esri,3.8,Denver,"Denver, CO",,30+ days ago,"Prospect, develop, and implement GeoAI location strategies for organizations.Maintain a healthy pipeline of business growth opportunities."
77,Software Engineer III,Leidos,3.8,Denver,"Littleton, CO 80127",,30+ days ago,"Artificial Intelligence (AI) / Machine Learning (ML).This team is growing rapidly and is looking for a highly motivated, fun-loving, techy to fill this key…"
78,Senior Software Algorithm Development Engineer,Medtronic,3.9,Denver,"Louisville, CO 80027",,30+ days ago,"As a more experienced engineer, you will prepare plans for your own work, participate in technical reviews, select the most promising concepts, implement…"
79,Media Sell-Side Advertising Senior Manager,Deloitte,4.0,Denver,"Denver, CO",,6 days ago,"Knowledge of next generation technologies and analytics, e.g., cognitive automation, artificial intelligence, predictive analytics."
80,Azure Data Architect,Quisitive,3.0,Denver,"Denver, CO",,30+ days ago,"Knowledge of Microsoft Cortana Intelligence Suite.Strong understanding of Business Intelligence concepts and best practices, with an understanding of its…"
81,Oracle Cloud SCM Consultant,Accenture,4.0,Denver,"Denver, CO",,30+ days ago,"Oracle professionals design, implement and deploy Oracle solutions to achieve defined business goals.Maintain skills in Oracle applications process design and…"
