,title,company,rating,search_city,location,salary,age,summary
16,Product Manager (Marketing),The Stars Group,3.5,Leeds,Leeds,,30+ days ago,The role: Product Manager (Marketing).We are looking for a Marketing Product Manager to join our growing MarTech team based in our Leeds service office.
17,Technical SEO Specialist,Pertemps Network Group,3.5,Leeds,Leeds,"£23,000 - £30,000 a year",30+ days ago,A keen interest in Artificial Intelligence would desirable.Our client is on the lookout for a Technical SEO Specialist to join their expanding central Leeds…
18,Technical SEO Specialist,Network Marketing – Marketing Recruitment,4.5,Leeds,Leeds,"£23,000 - £30,000 a year",30+ days ago,A keen interest in Artificial Intelligence would desirable.Our client is on the lookout for a Technical SEO Specialist to join their expanding central Leeds…
19,FINANCE MANAGER,Harcourt Matthews,,Leeds,Leeds,"£50,000 - £60,000 a year",4 days ago,"Development of robust relationships with regional & divisional finance teams, shared service centre & external service providers."
20,Software Development Manager - Leeds,Middletons Assured Talent,,Leeds,Leeds LS1,"£70,000 - £80,000 a year",22 days ago,"Application of artificial intelligence solutions to business problems inc RPA, machine learning.The role holder will play a critical role in shaping how this…"
21,Data Analyst,Page Personnel - UK,2.6,Leeds,,£14 - £18 an hour,5 days ago,The successful Data Analyst will be offered:The key responsibilities of the Data Analyst position are as follows:Cover other aspects of the team as required.
22,Data Analyst / Database Developer,Rise Technical Recruitment Limited,4.1,Leeds,,"£20,000 - £27,000 a year",26 days ago,Building SQL queries to extract data from a single data source.Experience extracting data from SQL.This position would suit a Data Analyst / Database…
23,"Senior Security Data Analyst, New York, Pays up to $130,000",Beecher Madden.,,Leeds,,,30+ days ago,Do you have experience with Data Discovery technologies?Do you have experience with data classification and tagging solutions?What does the role involve?
24,Flight Operations Data Analyst,Jet2.com and Jet2holidays,3.3,Leeds,Leeds And Bradford,,30+ days ago,"Reporting to the GM - Flight Operations Technical the Flight Operations Data Analyst will be responsible for the Maintenance, Analysis and Reporting of all data…"
25,Senior Business Data Analyst,Johnson & Johnson Family of Companies,4.2,Leeds,Leeds,,5 days ago,"Understanding of medical devices market data.Data visualisation tool experience - Qlik, PowerBI, Tableau.Data reconciliation, variance analysis, root cause…"
26,Business Analyst,BASavvy,,Leeds,Leeds,,Just posted,"Gathering specification, requirement gathering, business cases, Workflow analyst, Usage data analyst.We are on the lookout for a Business Analyst who has…"
27,Data Analyst,Pareto Law,3.5,Leeds,Leeds,"£23,000 a year",23 days ago,"The Role: Graduate Data Analyst.Responsibilities as a Graduate Data Analyst:As a Graduate Data Analyst, you will join the front line of this multi-national…"
28,Data Analyst Learning & Development Coach,Blenheim Chalcot Group,,Leeds,Leeds,,6 days ago,"Data Analyst Level 4 Apprenticeship.They gain the British Computer Society's (BCS) Data Analyst qualification, the DELL EMC and BCS Diploma Data Analysis…"
29,Data Analyst,Harnham,,Leeds,Leeds,"£30,000 - £38,000 a year",19 days ago,"As a Data Analyst, your responsibilities will include:Extracting data and learning about creating reports.Using SQL for querying, manipulate and extract data."
30,Data Analyst,Gibson Hollyomes Recruitment,,Leeds,Leeds,"£20,000 - £25,000 a year",13 days ago,As an Data Analyst your duties will include: .As an Data Analyst you will have the following skills: .Understanding and reviewing data to identify trends.
31,MI Data Analyst,Robert Walters,3.6,Leeds,Leeds LS1,,12 days ago,Role: MI Data Analyst Central Manchester Duration: 3-6mths Rate: £275-300 p/d dependent on experience ***This role falls Outside IR35*** Recruiting for a…
32,Data Analyst,Webaspx,,Leeds,York,"£22,000 a year",12 days ago,"As a Data Analyst you will undertake tasks such as gathering and analysing data, building and validating models, interacting with customers to ensure the best…"
33,"Business Intelligence Analyst (BI Analyst, Data Analyst, SQL...",Ampersand Consulting,3.7,Leeds,Leeds,"£30,000 - £35,000 a year",30+ days ago,"Skills required for the Business Intelligence Analyst (BI Analyst, Data Analyst, SQL):The Business Intelligence Analyst (BI Analyst, Data Analyst, SQL) will…"
34,Data Analyst,Page Personnel - UK,2.6,Leeds,,£14 - £18 an hour,5 days ago,The successful Data Analyst will be offered:The key responsibilities of the Data Analyst position are as follows:Cover other aspects of the team as required.
35,Data Analyst / Database Developer,Rise Technical Recruitment Limited,4.1,Leeds,,"£20,000 - £27,000 a year",26 days ago,Building SQL queries to extract data from a single data source.Experience extracting data from SQL.This position would suit a Data Analyst / Database…
36,BI Analyst,Sky Betting & Gaming,3.6,Leeds,Leeds,,4 days ago,"Key skills: SQL, Excel, Data Analysis and Presentation.We are recruiting for a Business Intelligence Analyst/Data Analyst to sit within our Gaming Tribe."
37,Group Data Analyst,Vp plc,3.5,Leeds,Harrogate HG3,,6 days ago,"With more than 60 years’ experience in the plant and equipment hire industry, Vp plc is renowned and respected for its technical excellence, service innovation…"
38,Data Analyst,Ben Johnson,,Leeds,York,"£20,000 - £25,000 a year",11 days ago,"We are looking for an individual with some exposure to data analyst work, preferably someone working within a large finance function and who ideally has…"
39,Data Analyst Trainer,Morgan Hunt Group,3.8,Leeds,Leeds,"£45,000 a year",8 days ago,"Data Analyst Trainer main duties:The ideal Data Analyst Trainer will:Have a vocational background/Qualification in data analysis, data science or data…"
40,Data Analyst,Pi Healthcare,,Leeds,Ilkley LS29,"£23,000 - £28,000 a year",7 days ago,"To be considered as a Data Analyst, you will need: *.Be part of Pi Healthcare’s technology team as a Data Analyst.Experience in a data or analytics role."
41,Graduate / Trainee Data Analyst,Synergy Automotive Limited,,Leeds,Harrogate,"£18,000 - £23,000 a year",12 days ago,"Upload the data file into the website and verify accuracy.Good knowledge of Excel and Data Analysis (pivot tables, v-lookups, basic formulae)."
42,Data Engineer,Hitachi Capital UK,3.6,Leeds,Leeds,,10 days ago,To implement designed solutions and provide requested enhancements to existing data integration and data warehousing platforms.In addition you will have:
43,Data Analyst ( Python / R ),Venturi,5.0,Leeds,Bradford,"£30,000 - £40,000 a year",30+ days ago,Essential skills for the Data Analyst ( R / Python ):The Data Analyst ( R / Python ) will be joining at an incremental time as the data division are investing…
44,Senior Data Analyst,Harnham,,Leeds,Leeds,"£50,000 - £80,000 a year",30+ days ago,"To qualify for this Senior Data Analyst, you will require:Please register your interest to this Senior Data Analyst role by applying via this website."
45,Senior Data Analyst,HOME,,Leeds,Leeds,,30+ days ago,"Designing KPI Dashboards/reporting (Google Data Studio).We are looking for an experienced, creative, consumer-centric and commercially-focused Senior Data…"
46,"Senior Security Data Analyst, New York, Pays up to $130,000",Beecher Madden.,,Leeds,,,30+ days ago,Do you have experience with Data Discovery technologies?Do you have experience with data classification and tagging solutions?What does the role involve?
47,Data Analyst,Page Personnel - UK,2.6,Leeds,,£14 - £18 an hour,5 days ago,The successful Data Analyst will be offered:The key responsibilities of the Data Analyst position are as follows:Cover other aspects of the team as required.
48,Data Analyst / Database Developer,Rise Technical Recruitment Limited,4.1,Leeds,,"£20,000 - £27,000 a year",26 days ago,Building SQL queries to extract data from a single data source.Experience extracting data from SQL.This position would suit a Data Analyst / Database…
49,Data Analyst,Oscar Technology,4.0,Leeds,Leeds,£300 - £350 a day,25 days ago,Experience as a Data Analyst.Experience using Data Virtualisation tools.My client based just outside of Leeds is looking for a Data Analyst to join an…
50,Data Analyst,Corecom Consulting,5.0,Leeds,Leeds,"£35,000 a year",30+ days ago,The successful data analyst will be part of a vibrant and well-respected Global company who are looking to expand their dedicated Business Intelligence team…
51,Graduate Big Data Analyst,Crisp Thinking,3.9,Leeds,Leeds,,30+ days ago,"Working in a team of data experts, the Graduate Data Analyst will be harnessing the latest technology along with cutting-edge data science techniques to deliver…"
52,IT Data Analyst - Sandwich Placement,Audit Partnership Ltd,,Leeds,York,"£16,000 a year",5 days ago,Based in Tockwith York we have an exciting 12 month placement opportunity working as a SQL Data Analyst.O Data Analysis using Microsoft SQL Server.
53,BI Developer / Analyst,Venturi,5.0,Leeds,Leeds,£300 - £320 a day,30+ days ago,A leading retail company requires new Data Analyst / Developer to join their established database team to develop and write a large range of reports and to…
54,Data Analyst Apprentice,Estio Technology,,Leeds,West Yorkshire,"£13,000 a year",30+ days ago,This apprenticeship will give you a Level 4 Data Analyst Standard with training in areas such as:Estio Training have an exciting new opportunity for a Data…
55,Data Analyst,Marks Sattin Specialist Recruitment,,Leeds,Harrogate,"£30,000 - £40,000 a year",30+ days ago,Marks Sattin are currently working with a Harrogate based charity to assist in the recruitment of a Data Business Analyst.
56,Data Business Analyst (CRM),Marks Sattin Specialist Recruitment,,Leeds,Harrogate,"£30,000 - £40,000 a year",13 days ago,Marks Sattin are currently working with a Harrogate based charity to assist in the recruitment of a Data Business Analyst.
57,Senior Data Analyst,Fuel Recruitment,,Leeds,Huddersfield,"£40,000 - £45,000 a year",Today,"Strong data analysis skills – Data manipulation, Data transformation, Dashboarding and Reporting.Senior Data Analyst – SQL – Permanent – Huddersfield – c£40…"
58,"Senior Security Data Analyst, New York, Pays up to $130,000",Beecher Madden.,,Leeds,,,30+ days ago,Do you have experience with Data Discovery technologies?Do you have experience with data classification and tagging solutions?What does the role involve?
59,Data Analyst,Page Personnel - UK,2.6,Leeds,,£14 - £18 an hour,5 days ago,The successful Data Analyst will be offered:The key responsibilities of the Data Analyst position are as follows:Cover other aspects of the team as required.
60,Data Analyst / Database Developer,Rise Technical Recruitment Limited,4.1,Leeds,,"£20,000 - £27,000 a year",26 days ago,Building SQL queries to extract data from a single data source.Experience extracting data from SQL.This position would suit a Data Analyst / Database…
61,"Senior Security Data Analyst, New York, Pays up to $130,000",Beecher Madden.,,Leeds,,,30+ days ago,Do you have experience with Data Discovery technologies?Do you have experience with data classification and tagging solutions?What does the role involve?
62,"Data Analyst – T-SQL, Power BI, SSRS (Fixed Term Contract)",Proactive.IT Appointments,,Leeds,Leeds,"£32,000 - £43,000 a year",30+ days ago,"My client based in the Leeds area are looking for an experienced Data analyst with good knowledge of the below to interrogate large data sets, providing insight…"
63,BI Analyst,Corecom Consulting,5.0,Leeds,Leeds,"£50,000 - £60,000 a year",30+ days ago,"Job Skill: BI Analyst, Data Analyst, MI Analyst.You have working knowledge of working with a big data tech stack, especially: Databases, data warehouses and…"
64,Data Analyst - West Yorkshire - Python / SQL / MSBI Stack,Interface Recruitment,,Leeds,Huddersfield,,30+ days ago,"A really exciting opportunity has arisen within one of West Yorkshire Business communities success stories for a Data Analyst, to lead the development and…"
65,Marketing Analyst,Recruit 4 Talent,,Leeds,York,"£24,000 - £26,000 a year",30+ days ago,Marketing Data Analyst | Market Analyst | Marketing Research | Market Insight | Data Insight | Marketing Insight.The successful Marketing Analyst should have:
66,Sales Executive - Research Industry,AM Recruitment Ltd,,Leeds,Huddersfield,"£30,000 - £35,000 a year",15 days ago,"Have experience within Quality and Quantity Research, Market Research and Data Analyst.£30,000 - £35,000 Dependent upon experience + Personal Performance Bonus…"
67,Senior CRO / Insights Manager,Pertemps Network Group,3.5,Leeds,Leeds,"£25,000 - £35,000 a year",30+ days ago,You will have the best tools on disposal to you and have the assistance of a Data Analyst who will do all the number crunching.
68,Data Apprentice,Prospect Health,4.4,Leeds,Harrogate,"£12,000 - £16,000 a year",30+ days ago,"Manipulating large data sets, importing and updating data into the CRM.Creating data visualisation dashboards by using the business’s data analytics software."
69,Senior CRO / Insights Manager,Network Marketing – Marketing Recruitment,4.5,Leeds,Leeds,"£25,000 - £35,000 a year",30+ days ago,You will have the best tools on disposal to you and have the assistance of a Data Analyst who will do all the number crunching.
70,IT Lecturer,Education Staffbank,,Leeds,Barnsley,"£28,000 - £40,000 a year",1 day ago,"I am currently working with a client who are looking for IT lecturers who specialise in the following: Digital Marketing,Cyber Security, Data Analyst, Network…"
71,Internal B2B Sales Executive,Yoozoom Telecom Ltd,,Leeds,,"£20,000 - £30,000 a year",30+ days ago,Collecting valuable business intelligence and accurately recording this information across business systems.Energetic with a vibrant personality?
72,Business Intelligence Analyst Not For Profit Organisaton,Page Personnel - UK,2.6,Leeds,,"£37,000 - £43,500 a year",30+ days ago,Develop and lead the Business Intelligence functions.We are looking for a Business Intelligence Analyst who will be working for a Not-For-Profit Organisation…
73,Temporary Business Intelligence Officer,Page Personnel - UK,2.6,Leeds,,"£30,000 - £36,000 a year",30+ days ago,"The Business Intelligence Analyst will: Develop and lead the Business Intelligence function for the Academy, ensure the Academy is strategically aligned with…"
74,Business Analyst - Business Intelligence,Jet2.com and Jet2holidays,3.3,Leeds,Leeds,,30+ days ago,"Reporting to the Business Support Manager - Business Intelligence, the successful Business Analyst will work closely with business teams across the company to…"
75,Leeds - Junior Business Intelligence Developer,FDM Group,3.0,Leeds,Leeds,,30+ days ago,Accelerated career progression into a role as Business Intelligence Developer.5 reasons why FDM is for you:Opportunities across the UK and beyond.
76,Business Intelligence Analyst,Leeds Building Society,3.5,Leeds,Leeds,,30+ days ago,Carrying out the training and ongoing support of business users in their use of SAP Business Objects.We are looking for a proactive Business Intelligence…
77,Business Intelligence Analyst,Buy it Direct,2.8,Leeds,Huddersfield HD2,"£35,000 a year",Today,Business Intelligence (BI) Analyst - up to £35k DOE.You've got experience working in Business Intelligence and/or Data Analysis in other organisations.
78,"Business Intelligence Analyst (BI Analyst, Data Analyst, SQL...",Ampersand Consulting,3.7,Leeds,Leeds,"£30,000 - £35,000 a year",30+ days ago,"Support the Business Intelligence and Qlikview manager for Retail.Skills required for the Business Intelligence Analyst (BI Analyst, Data Analyst, SQL):"
79,Business Intelligence Developer,Multiple Brands,,Leeds,Bradford,"£38,000 - £44,000 a year",4 days ago,Interpret business requirements into intuitive Business Intelligence solutions.Working closely with testers and business / Product owners.
80,"Competitive Intelligence Manager, Global Business Generation",Turner & Townsend,3.7,Leeds,Leeds,,13 days ago,§ Business intelligence - Conduct client and competitor assessments and advise on strength / weakness.The role will play a key function in the Global Business…
81,Business intelligence officer,Page Personnel - UK,2.6,Leeds,Leeds,"£30,000 a year",30+ days ago,The Business Intelligence Analyst will:Develop and lead the Business Intelligence function for the Academy.Educated to masters degree level and/ or equivalent…
82,Internal B2B Sales Executive,Yoozoom Telecom Ltd,,Leeds,,"£20,000 - £30,000 a year",30+ days ago,Collecting valuable business intelligence and accurately recording this information across business systems.Energetic with a vibrant personality?
83,Head of Marketing,Fuel Card Services,3.7,Leeds,,,14 days ago,"Act as a digital & performance marketing champion across the team & business, educating & upskilling the business and sharing knowledge & learnings, while…"
84,Business Intelligence Analyst - Large supportive Company,Interface Recruitment,,Leeds,Leeds,"£35,000 a year",30+ days ago,Job Title: Business Intelligence Analyst / Systems developer.Business Intelligence Analyst activities including: providing front-line support of business…
85,Business Intelligence Technical Lead,Costcutter,3.7,Leeds,York YO19,,28 days ago,"This role requires strong technical leadership, direction and mentoring to the business intelligence team and the ability to identify and support the provision…"
86,Energy Analyst,Sodexo,3.7,Leeds,Leeds,,10 days ago,"Understand client strategy, objectives and tactical requirements and how these inform the focus of business intelligence activity."
87,Tableau Server Administrator,Jet2.com and Jet2holidays,3.3,Leeds,Leeds,,4 days ago,You should be a good communicator capable of working with technical and non-technical business users and development teams.
88,"Manager, Business Intelligence & Analytics",Tech Data Corporation,3.7,Leeds,York,,30+ days ago,The IT business intelligence (BI) and analytics team provides strategic data and insights to business partners worldwide.
89,Business Intelligence Reporting Manager,Arcadia Group,3.8,Leeds,Leeds,,30+ days ago,"Burton Business Park, Torre Road, Leeds.Data provides the insights and information that powers key business decisions and operational processes."
90,KPI and Performance Metrics Analyst,DLA Piper,3.9,Leeds,Leeds,,30+ days ago,DLA Piper is currently seeking a strong business intelligence analyst to support the Finance and Commercial Manager in the production of timely Management…
91,Business Intelligence Developer - T-SQL SSIS QLIKVIEW - West...,Interface Recruitment,,Leeds,Bradford,"£40,000 - £50,000 a year",30+ days ago,Qualifications - Any Business Intelligence relevant to the tech and role.The Business Intelligence Developer ( SSIS & T-SQL) will be comfortable working with a…
92,Business Analyst,LG Recruitment,,Leeds,Bradford,£300 a day,4 days ago,"Business Analysis, Business Analyst, BI, Business intelligence.Business Intelligence: 2 years (Required).Business Analyst: 5 years (Required)."
93,"SQL Developer; SSIS, ETL, Business Intelligence",kdr Recruitment,,Leeds,Yorkshire,"£35,000 - £40,000 a year",8 days ago,"SQL Developer; SSIS, ETL, Business Intelligence.Be a key member of the back office Business Intelligence support team.£35,000 - £40,000 per annum + benefits."
94,Business Intelligence Analyst Not For Profit Organisaton,Page Personnel - UK,2.6,Leeds,,"£37,000 - £43,500 a year",30+ days ago,Develop and lead the Business Intelligence functions.We are looking for a Business Intelligence Analyst who will be working for a Not-For-Profit Organisation…
95,Internal B2B Sales Executive,Yoozoom Telecom Ltd,,Leeds,,"£20,000 - £30,000 a year",30+ days ago,Collecting valuable business intelligence and accurately recording this information across business systems.Energetic with a vibrant personality?
96,Head of Marketing,Fuel Card Services,3.7,Leeds,,,14 days ago,"Act as a digital & performance marketing champion across the team & business, educating & upskilling the business and sharing knowledge & learnings, while…"
97,Line Chef,Mowgli - Leeds - Boar Lane,3.6,Leeds,Leeds LS1,,6 days ago,We are looking for hard-working line chefs to join our team as we prepare to open in the next few months.Cycle to work scheme and financial well-being support.
98,REF 576 Business intelligence SSIS SSAS SSRS - large TERABYT...,Interface Recruitment,,Leeds,Leeds,"£30,000 - £45,000 a year",30+ days ago,Vacancy Title: Business Intelligence Developer.Development of new business intelligence across all business functions through BI tool.
99,BI Analyst,Sky Betting & Gaming,3.6,Leeds,Leeds,,4 days ago,We are recruiting for a Business Intelligence Analyst/Data Analyst to sit within our Gaming Tribe.Working with stakeholders across the business to help…
100,Product Owner - BI Data,Jet2.com and Jet2holidays,3.3,Leeds,Leeds,,8 days ago,"Ideally, you should have previous experience of working with a Business Intelligence team in a similar role.You will ensure all team members are fully aware of…"
101,Analytics and Insight Manager,PerfectHome,2.8,Leeds,Leeds LS15,"£40,000 - £60,000 a year",5 days ago,5+ years of directly relevant business analytics and insight (including marketing and/or arrears management) and/or business intelligence experience.
102,Business Intelligence Analyst - Newly formed BI function wit...,Interface Recruitment,,Leeds,Leeds,"£25,000 - £35,000 a year",30+ days ago,Delivery and maintenance of BAU reporting within Business Intelligence.Analysis into KPI trends across the business.Supporting audit processes within BI.
103,Business Systems Analyst - Global Manufacturer - CYCLE170,Interface Recruitment,,Leeds,Leeds,"£22,000 - £28,000 a year",30+ days ago,Support the business through month end processing and production of management information and business intelligence.
104,Project Manager,Civica,3.7,Leeds,Leeds,,30+ days ago,Responsible for managing complex business intelligence solution programmes with external and/or internal customers.Gold (standard) ‘Investors in People’.
105,Oracle BI Developer,Virgin Media,3.7,Leeds,Bradford BD4,,4 days ago,Oracle Business Intelligence 11.1.17 development and administration experience.Please note – there may be some travel involved in the role in order to work…
106,Business Development Manager,Alliance Automotive UK Limited,2.3,Leeds,Knottingley WF11,,30+ days ago,Effectively analyse business intelligence software.Previous experience delivering sales and margin growth within a business to business environment.
107,Business Intelligence Analyst Not For Profit Organisaton,Page Personnel - UK,2.6,Leeds,,"£37,000 - £43,500 a year",30+ days ago,Develop and lead the Business Intelligence functions.We are looking for a Business Intelligence Analyst who will be working for a Not-For-Profit Organisation…
108,Temporary Business Intelligence Officer,Page Personnel - UK,2.6,Leeds,,"£30,000 - £36,000 a year",30+ days ago,"The Business Intelligence Analyst will: Develop and lead the Business Intelligence function for the Academy, ensure the Academy is strategically aligned with…"
109,Internal B2B Sales Executive,Yoozoom Telecom Ltd,,Leeds,,"£20,000 - £30,000 a year",30+ days ago,Collecting valuable business intelligence and accurately recording this information across business systems.Energetic with a vibrant personality?
110,Temporary Business Intelligence Officer,Page Personnel - UK,2.6,Leeds,,"£30,000 - £36,000 a year",30+ days ago,"The Business Intelligence Analyst will: Develop and lead the Business Intelligence function for the Academy, ensure the Academy is strategically aligned with…"
111,Vegas Performance Manager,Sky Betting & Gaming,3.6,Leeds,Leeds,,30+ days ago,Reporting – Working in conjunction with Business Intelligence team to provide the narrative behind the numbers to stakeholders of all levels.
112,Media Reporting Manager,The Stars Group,3.5,Leeds,Leeds,,Today,Collaborating with Business Intelligence to building innovative reporting and insight solutions using existing and external tools.What’s in it for you?
113,Placement - IT/Business Analyst,Cummins Inc.,3.9,Leeds,West Yorkshire,,30+ days ago,"Supporting business reporting needs (including creating dashboards, Business Intelligence Reporting i.e. OBIEE / MSBI and analytical reporting tools.)."
114,Graduate- Business Analyst- Experienced in SQL and Java,Kone,3.6,Leeds,Keighley,,30+ days ago,We are looking for a Graduate Business Intelligence Analyst to:Facilitates the correct creation and completion of data records in line with global process.
115,Editorial Associate (Part-Time,Thomson Reuters UK,3.9,Leeds,Hebden Bridge,,6 days ago,Helping collate business intelligence data reports and other reports and spreadsheets.Part-Time Editorial Associate (Two Days per Week).
116,Senior Marketing Planner,Grand Paradé,,Leeds,Leeds,,28 days ago,"This role will also involve delivering data-driven business briefs that fuel creative briefs, working closely with UK campaign marketing, business intelligence…"
117,Senior Marketing Planner,William Hill,2.8,Leeds,Leeds,,30+ days ago,"This role will also involve delivering data-driven business briefs that fuel creative briefs, working closely with UK campaign marketing, business intelligence…"
118,Business Intelligence Analyst x 2 - New Team / Big Data - Le...,Interface Recruitment,,Leeds,Leeds,,30+ days ago,"Job Title - Business Intelligence Analyst.The Business Intelligence Analyst will:They will identify, research, and resolve complex technical problems;…"
119,Trading Analyst,Drax Power,4.5,Leeds,Selby,,30+ days ago,"You’ll have solid experience with statistical and fundamental modelling using IT techniques such as; Linear Optimisation, SQL, Python, R, Business Intelligence…"
120,Digital Insight Analyst,The Stars Group,3.5,Leeds,Leeds,,30+ days ago,This role is in the Group’s Leeds office in the Business Intelligence department.We are looking for a Digital Insight Analyst to join our busy and dynamic…
121,Head of Marketing,Fuel Card Services,3.7,Leeds,,,14 days ago,"Act as a digital & performance marketing champion across the team & business, educating & upskilling the business and sharing knowledge & learnings, while…"
122,Business Intelligence Analyst Not For Profit Organisaton,Page Personnel - UK,2.6,Leeds,,"£37,000 - £43,500 a year",30+ days ago,Develop and lead the Business Intelligence functions.We are looking for a Business Intelligence Analyst who will be working for a Not-For-Profit Organisation…
123,Internal B2B Sales Executive,Yoozoom Telecom Ltd,,Leeds,,"£20,000 - £30,000 a year",30+ days ago,Collecting valuable business intelligence and accurately recording this information across business systems.Energetic with a vibrant personality?
124,Head of Marketing,Fuel Card Services,3.7,Leeds,,,14 days ago,"Act as a digital & performance marketing champion across the team & business, educating & upskilling the business and sharing knowledge & learnings, while…"
125,Operations Analyst,Wakefield and District Housing Limited,,Leeds,Castleford,"£31,386 - £34,824 a year",10 days ago,You will also develop planning and forecasting business intelligence allowing operational managers to match resource capacity and skills against predicted…
126,Senior Insight Analyst - Glasgow,KPMG,4.0,Leeds,Leeds,,30+ days ago,"You will both deliver this reporting yourself using business intelligence tools and tactical solutions, and work with our offshore teams to ensure ongoing…"
127,Data Manager - Leeds,Arla Foods,3.8,Leeds,Leeds,,14 days ago,"The successful candidate will typically hold a degree in mathematics, statistics, computer science or a related discipline and will have a background in…"
128,BI Developer,Accent Group Limited,,Leeds,Shipley BD17,"£41,342 a year",30+ days ago,Creating business intelligence solutions that meet business requirements on time.Translate business needs into technical specification.
129,Finance Manager,axonmoore,,Leeds,Leeds,"£40,000 - £50,000 a year",13 days ago,"With a strong reporting focus on capital expenditure/fixed assets for multiple functions of the business, you will provide tailored advice to support financial…"
130,Business Analyst (Business Intelligence Team) Data Warehouse...,Interface Recruitment,,Leeds,Leeds,"£40,000 - £45,000 a year",30+ days ago,"The BI Business Analyst will support the Business Intelligence team develop its BI Business requirements gathering and elicitation process, create the artefacts…"
131,Big Data Engineer,Jet2.com and Jet2holidays,3.3,Leeds,Leeds,,18 days ago,Jet2.com and Jet2holidays are looking for a Big Data Engineer to join the central Business Intelligence Team in our Leeds city centre office.
132,Business Intelligence Analyst / Developer - QlikView Trainin...,Interface Recruitment,,Leeds,Leeds,,30+ days ago,A pan-European Group with distinct operating structures throughout the UK and Mainland Europe require Business Intelligence professional who is either an…
133,Data Analyst,Pi Healthcare,,Leeds,Ilkley LS29,"£23,000 - £28,000 a year",7 days ago,"Create, develop & maintain business intelligence products, reports and data science tools analysis.Reporting to the Head of Technology, the role will offer a…"
134,Business Intelligence Analyst Not For Profit Organisaton,Page Personnel - UK,2.6,Leeds,,"£37,000 - £43,500 a year",30+ days ago,Develop and lead the Business Intelligence functions.We are looking for a Business Intelligence Analyst who will be working for a Not-For-Profit Organisation…
135,Temporary Business Intelligence Officer,Page Personnel - UK,2.6,Leeds,,"£30,000 - £36,000 a year",30+ days ago,"The Business Intelligence Analyst will: Develop and lead the Business Intelligence function for the Academy, ensure the Academy is strategically aligned with…"
