,title,company,rating,search_city,location,salary,age,summary
51,ASSOCIATE CONSULTANT (Contract),Capgemini,3.8,New+York,"New York, NY",,Today,"Performing the design, analysis, testing and documentation of mobile equipment electrical systems and components to support pneumatic and hydraulic systems…"
52,"Research Scientist, Artificial Intelligence (PhD)",Facebook,4.2,New+York,"New York, NY 10017 (Midtown area)",,30+ days ago,"Individuals in this role are expected to be recognized experts in identified research areas such as artificial intelligence, machine learning, computational…"
53,Staff Technologist,Columbia University,4.1,New+York,"New York, NY 10027 (Hamilton Heights area)",,30+ days ago,"Four years of experience and significant expertise in internet architecture, network protocols, cybersecurity, artificial intelligence, system administrations,…"
54,Billing Support,Medidata Solutions,3.7,New+York,"New York, NY 10003 (Flatiron District area)",,30+ days ago,The Billing Analyst is responsible for entering executing the Company’s monthly invoicing process in addition to providing on-going support to ensure billing…
55,"Visiting Scientist, AI",Facebook,4.2,New+York,"New York, NY 10017 (Midtown area)",,30+ days ago,Facebook is seeking Visiting Scientists to join our Facebook Artificial Intelligence Research team.Term length would be considered on a case-by-case basis.
56,Capability Network - CFO&EV - Treasury Consultant,Accenture,4.0,New+York,"New York, NY 10011 (Chelsea area)",,Today,"Accenture Treasury Consultants focus on our global client Treasury Management System (TMS) or Enterprise Resource Management (ERP) evaluation, selection,…"
57,"Associate, AI Engineer",KPMG,4.0,New+York,"New York, NY 10154 (Tribeca area)",,18 days ago,Work in multi-disciplinary and cross-functional teams to translate business requirements into artificial intelligence goals and solution architecture; Rapidly…
58,"Visiting Researcher, Artificial Intelligence (PhD)",Facebook,4.2,New+York,"New York, NY 10017 (Midtown area)",,30+ days ago,Facebook is seeking a Visiting Researcher through a short term contract to join Facebook AI Research (FAIR).We are seeking individuals passionate in areas such…
59,"Software Engineer, AI",Facebook,4.2,New+York,"New York, NY 10017 (Midtown area)",,30+ days ago,"5+ years of experience in one or more of the following areas: Deep Learning, Computer Vision, NLP, Speech, AR/VR, Conversational AI, Dialogue, Robotics, AI…"
60,Strategy Consultant,Verizon,3.9,New+York,"New York, NY 10003 (Flatiron District area)",,6 days ago,"’ We challenge ourselves to solve difficult customer problems, leveraging and expanding Verizon capabilities and assets.Even better if you have:"
61,Intern - Global Assortment Planning,Tiffany & Co.,3.8,New+York,"New York, NY",,12 days ago,"Support the application of artificial intelligence to assortment planning with dynamic updates.The ideal candidate will have a strong analytical background,…"
62,Trade Analyst,GTS,3.9,New+York,"New York, NY 10022 (Midtown area)",,21 days ago,"As a quantitative trading firm continually building for the future, GTS leverages the latest in artificial intelligence systems and sophisticated pricing models…"
63,Associate Editor,TheLadders,,New+York,"New York, NY",,30+ days ago,Ladders is the home for $100K+ careers.Help Ladders own the conversation around “the workplace”.Edit and produce a mix of original and syndicated content.
64,Director of Customer Success,HiredScore,,New+York,"New York, NY",,30+ days ago,"This role includes responsibilities for Customer Success activities (e.g., on-boarding, support, services, adoption, advocacy, retention) and outcomes (e.g.,…"
65,Employee Compliance – Global Anti-Corruption Compliance Vice...,JP Morgan Chase,3.9,New+York,"New York, NY 10004 (Financial District area)",,30+ days ago,"Designing, implementing and executing a strategic expense monitoring program targeted at identifying corruption risk in expense activity at the firm, including…"
66,Siri - Software Engineer,Apple,4.2,New+York,"New York, NY",,3 days ago,"Siri’s universal search engine powers search features across a variety of Apple products, including Siri, Spotlight, Safari, Messages and Lookup."
67,Content Marketer,Ironpaper,5.0,New+York,"New York, NY",,30+ days ago,"The primary industries covered will be B2B technology, enterprise software, SaaS, IT, cloud, artificial intelligence, Internet of Things, telecom/wireless,…"
68,Head of Legal,HiredScore,,New+York,"New York, NY",,30+ days ago,"2-5 years SaaS and/or other technology in-house experience, especially interesting if in Artificial Intelligence Technology or Human Resources-related…"
69,Patterning Process Engineer/Scientist,IBM,3.9,New+York,"Albany, NY 12202",,30+ days ago,"IBM’s Strategic Patterning Research group at Albany Nanotech is currently seeking engineers in the area of advanced lithography, including multiple patterning,…"
70,AppD Customer Success Specialist-Northeast,Cisco Systems,4.1,New+York,"New York, NY",,15 days ago,"As a Customer Success Specialist, you will be at the forefront of the new Customer Success movement, helping customers maximize the value they receive from…"
71,Director of Customer Success,HiredScore,,New+York,"New York, NY",,30+ days ago,"This role includes responsibilities for Customer Success activities (e.g., on-boarding, support, services, adoption, advocacy, retention) and outcomes (e.g.,…"
72,Research Scientist: Quantum Computation,IBM,3.9,New+York,"Yorktown Heights, NY 10598",,30+ days ago,IBM Research is seeking a Research Scientist specialized in the area of experiments or theory for quantum computation.
73,Content Specialist,Ironpaper,5.0,New+York,"New York, NY",,30+ days ago,"Our client accounts are primarily in the B2B technology space and include enterprise software, SaaS, IT, cloud, artificial intelligence, Internet of Things,…"
74,Tool Specialist - TESTING TOOLS / TESTING AUTOMATION / PERFO...,Capgemini,3.8,New+York,"New York, NY",,Today,"Minimum 8+ years of industry experience, at least 4 years of banking domain (Advisory/Trading knowledge preferable) testing experience."
75,Associate Editor,TheLadders,,New+York,"New York, NY",,30+ days ago,Ladders is the home for $100K+ careers.Help Ladders own the conversation around “the workplace”.Edit and produce a mix of original and syndicated content.
76,Software Engineer,Google,4.3,New+York,"New York, NY 10011",,30+ days ago,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking…"
77,CIB AI Research - Research Scientist VP,JP Morgan Chase,3.9,New+York,"New York, NY 10179",,14 days ago,The team is headquartered in New York and present in key hubs around the world.It maintains partnerships with leading academic and research institutions around…
78,"Manager, Customer Success, Smart City",Rubicon Global,3.3,New+York,"New York, NY 10017",,3 days ago,"Technology-savvy - Experience understanding and familiarity with SaaS technology, artificial intelligence, and machine learning."
79,Scientific Informatics Specialist,Accenture,4.0,New+York,"New York, NY 10011",,30+ days ago,As an Accenture Scientific Informatics Services Consultant you will be exposed to the technologies and processes that many leading US companies and government…
80,Regional Information Security Principal,"Insight Enterprises, Inc.",3.6,New+York,New York State,,14 days ago,"2018 Dell EMC Server Partner of the Year, 2018 Intel Retail Solution Partner of the Year, 2018 Microsoft Worldwide Artificial Intelligence Partner of the Year."
81,Applied Research Scientist,Facebook,4.2,New+York,"New York, NY 10017 (Midtown area)",,30+ days ago,"Individuals in this role are expected to be recognized experts in identified research areas such as artificial intelligence, machine learning, artificial…"
82,Assistant General Counsel,New York City DEPT OF INFO TECH & TELECOMM,3.8,New+York,"Brooklyn, NY","$79,620 - $100,000 a year",30+ days ago,"Knowledge of contract provisions relevant to different types of information technology contracts (for example, licensing, cyber-security, cloud computing,…"
83,Siri - Software Engineer,Apple,4.2,New+York,"New York, NY",,3 days ago,"Siri’s universal search engine powers search features across a variety of Apple products, including Siri, Spotlight, Safari, Messages and Lookup."
84,AI Architect,RELX Group,4.3,New+York,"New York, NY",,14 days ago,"Artificial Intelligence (AI) is rapidly growing in importance for LexisNexis.Therefore, we are looking for an experience AI practitioner who is devoted to…"
85,Software Engineer,REZI,,New+York,"New York, NY",,5 days ago,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking…"
86,PT Faculty- School of Fashion,The New School,3.9,New+York,"New York, NY 10011 (Greenwich Village area)",,30+ days ago,"Data analytics and artificial intelligence.Parsons School of Fashion at The New School University is seeking applications from academics, creative…"
87,Content Marketer,Ironpaper,5.0,New+York,"New York, NY",,30+ days ago,"The primary industries covered will be B2B technology, enterprise software, SaaS, IT, cloud, artificial intelligence, Internet of Things, telecom/wireless,…"
88,Employee Compliance – Global Anti-Corruption Compliance Vice...,JP Morgan Chase,3.9,New+York,"New York, NY 10004 (Financial District area)",,30+ days ago,"Designing, implementing and executing a strategic expense monitoring program targeted at identifying corruption risk in expense activity at the firm, including…"
89,"Associate, AI Engineer",KPMG,4.0,New+York,"New York, NY 10154 (Tribeca area)",,18 days ago,Work in multi-disciplinary and cross-functional teams to translate business requirements into artificial intelligence goals and solution architecture; Rapidly…
90,Data Scientist,Dataiku,,New+York,"New York, NY",,30+ days ago,"We're looking for a Data Scientist to join Dataiku in our offices in New York or Denver.Internally, we call the team the DataFab, ask us about it!"
91,3GPP Wireless Research Engineer,INTERDIGITAL COMM CORP,,New+York,"Melville, NY 11747",,30+ days ago,Experience with design or use of machine learning/deep learning (ML/DL) artificial intelligence (AI) training to improve wireless air interface and system…
92,Professional Support Lawyer (PSL),Goodwin Procter LLP,3.9,New+York,"New York, NY 10018 (Garment District area)",,30+ days ago,"Interest in working with legal technology, such as document automation, artificial intelligence and collaboration platforms."
93,Patterning Process Engineer/Scientist,IBM,3.9,New+York,"Albany, NY 12202 (Second Avenue area)",,30+ days ago,"IBM’s Strategic Patterning Research group at Albany Nanotech is currently seeking engineers in the area of advanced lithography, including multiple patterning,…"
94,"Senior Consultant, US Innovation Strategy",Deloitte,4.0,New+York,"New York, NY",,30+ days ago,Curiosity/interest in Artificial Intelligence and Intelligent Automation technologies.Key activities include: identifying opportunities to leverage Artificial…
95,Summer 2020 AdTech Web Engineering Internship,Dow Jones,3.9,New+York,"New York, NY 10176 (Murray Hill area)",,11 days ago,"Knowledge of Data Science/Machine Learning/Artificial Intelligence a plus, but not required.Summer 2020 AdTech Web Engineering Internship."
96,COMPUTER SCIENCE,Edu yoda,,New+York,"Albany, NY",,30+ days ago,"COMPUTER SCIENCE :- ROBOTICS (Machine Language, Artificial Intelligence, OpenGL, Assembly language), Flash/web design, Automata, Prolog, Haskell Programming,…"
97,.Net Developer (Contract),Capgemini,3.8,New+York,"New York, NY",,Just posted,"Design and Build high performance, scalable and secure cloud native application with .NET and Microsoft Azure PAAS Services.NoSQL - Cosmos DB or Mongo DB."
98,"Artificial Intelligence, Senior Consultant - Applied Artific...",Deloitte,4.0,New+York,"New York, NY",,30+ days ago,"Artificial Intelligence, Senior Consultant – Applied Artificial Intelligence.AI Senior Consultants will Architect, Position, Design, Develop and Deploy…"
99,Application Consultant - Mobile Development (Contract),Capgemini,3.8,New+York,"New York, NY",,Today,8+ years of experience in iOS development.Proficient in Objective C and Swift.Experience with iOS frameworks and Cocoa Touch.
100,Two Sigma Ventures Associate,"Two Sigma Investments, LLC.",3.8,New+York,"New York, NY",,30+ days ago,TSV is seeking an Investment Associate to be a hands-on contributor to all aspects of our investment process.You will take on the following responsibilities:
101,"VP of Sales, Operations","PHIflow, LLC",,New+York,"New York, NY",,30+ days ago,"Job Title: VP Sales, Operations.The ideal candidate will take a hands-on role working alongside PHIflow’s leadership, product and marketing functions to help…"
102,Surveillance and Privacy Reporter,Dow Jones,3.9,New+York,"New York, NY 10176 (Murray Hill area)",,30+ days ago,The Wall Street Journal is looking for an accomplished reporter to write about the ways governments and corporations are using new technologies to monitor and…
103,Platform Developer (Level 2),EEG Enterprises,,New+York,"Brooklyn, NY","$75,000 - $95,000 a year",30+ days ago,We are seeking a software engineer with 3+ years experience developing commercial software applications.The position will involve working with an Agile team…
104,2020 Information Technology Summer Analyst Program,Société Générale,3.9,New+York,"New York, NY 10020 (Midtown area)",,30+ days ago," Working in a SMART IT environment offering new technologies such as BOTS, Artificial Intelligence technologies and much more."
105,Edison Engineering Development Program - EEDP,General Electric,4.0,New+York,"Niskayuna, NY 12309",,30+ days ago,"Artificial intelligence, machine learning, and computer vision.The Edison Engineering Development Program (EEDP) may be a perfect fit for you."
106,2020 Intern - IBM Blockchain Solutions,IBM,3.9,New+York,"Yorktown Heights, NY 10598",,30+ days ago,"By delivering artificial intelligence, analytics, security, blockchain and cloud technology as a service, and in a complete platform tailored to the needs of…"
107,"Research Scientist, AI",Facebook,4.2,New+York,"New York, NY 10017 (Midtown area)",,30+ days ago,"Individuals in this role are expected to be recognized experts in identified research areas such as artificial intelligence, machine learning, computational…"
108,NLP/ Machine Learning R&D Engineer,IPsoft,3.1,New+York,"New York, NY",,30+ days ago,The cognitive revolution has arrived.We are looking for a hands-on scientist and developer ready to tackle the big challenges in deep language understanding.
109,"Computational Biologist, Sr II - MSK MIND SCHOLAR",Memorial Sloan Kettering,4.2,New+York,"New York, NY",,10 days ago,"Simultaneously, this program will create a data platform for large-scale multi-modal data integration and research.Activities of the MSK MIND Scholars:"
110,Research Scientist/Postdoctoral Researcher,New York University,4.3,New+York,"Brooklyn, NY 11206 (Williamsburg area)",,30+ days ago,New York University: NYU - Domestic: Tandon School of Engineering.Faculty in the Computer Science and Engineering Department (https://engineering.nyu.edu…
111,Promontory Principal,IBM,3.9,New+York,"New York, NY 10002 (Lower East Side area)",,30+ days ago,"By delivering artificial intelligence, analytics, security, blockchain and cloud technology as a service, and in a complete platform tailored to the needs of…"
112,Surveillance and Privacy Reporter,Dow Jones,3.9,New+York,"New York, NY 10176 (Murray Hill area)",,30+ days ago,The Wall Street Journal is looking for an accomplished reporter to write about the ways governments and corporations are using new technologies to monitor and…
113,Design Director,Ironpaper,5.0,New+York,"New York, NY",,30+ days ago,"We are seeking an experienced Design Director to lead our design solutions, design strategy, and design team.Lead our design process and design management."
114,Software Developer,EverCompliant,,New+York,"New York, NY",,30+ days ago,"We are seeking a software engineer who can think outside the box, thrive on solving complex problems and bring creative ideas to the table on a regular basis."
115,Operations Analyst,Ocrolus,,New+York,"New York, NY",,30+ days ago,"Powered by Artificial Intelligence and a unique human-in-the-loop data validation process, Ocrolus plugs directly into customer workflows via API, eliminating…"
116,"Computational Biologist, Sr II - MSK MIND SCHOLAR",Memorial Sloan Kettering,4.2,New+York,"New York, NY",,10 days ago,"Simultaneously, this program will create a data platform for large-scale multi-modal data integration and research.Activities of the MSK MIND Scholars:"
117,"Sr. Principal, Core Digitization",BNY Mellon,3.5,New+York,"New York, NY",,30+ days ago,"The Digital team drives BNY Mellon’s core digitization strategy and is responsible for mapping our digital future, investing in digital client and internal…"
118,Senior Sourcer (Media),TMP WORLDWIDE,3.7,New+York,"New York, NY",,30+ days ago,"As a team, we are responsible for filling all vacant opportunities (local and remote) across all teams worldwide.Utilize data to drive recruitment activity."
119,Data Scientist,Ocrolus,,New+York,"New York, NY",,30+ days ago,"Powered by Artificial Intelligence and a unique human-in-the-loop data validation process, Ocrolus plugs directly into customer workflows via API, eliminating…"
120,Research Scientist/Postdoctoral Researcher,New York University,4.3,New+York,"Brooklyn, NY 11206 (Williamsburg area)",,30+ days ago,New York University: NYU - Domestic: Tandon School of Engineering.Faculty in the Computer Science and Engineering Department (https://engineering.nyu.edu…
121,Quantitative Developer,Maritime Capital LLC,4.5,New+York,"New York, NY 10017 (Midtown area)",,30+ days ago,"Ability to program in C++, R, Python or Matlab (and take on new technologies as they arise), using complex architectures, data structures, multi-threading,…"
122,Research Staff Member - Quantum Simulations,IBM,3.9,New+York,"Yorktown Heights, NY 10598",,30+ days ago,"We are looking for a researcher with a proven record in simulation of quantum systems, who is interested in working with both the theory and the experimental…"
123,Practice Director - Andi,Veeva Systems,4.1,New+York,"New York, NY",,30+ days ago,Andi is Veeva’s Artificial Intelligence Engine that coordinates across multiple data sources to predict next best actions and insights for the field.
124,Promontory Principal,IBM,3.9,New+York,"New York, NY 10002 (Lower East Side area)",,30+ days ago,"By delivering artificial intelligence, analytics, security, blockchain and cloud technology as a service, and in a complete platform tailored to the needs of…"
125,Executive Assistant,Silent Eight,,New+York,"New York, NY",,30+ days ago,"Who are we looking for.Capitalizing on our success, we are growing our multi-talented team bigger and stronger, and today we are looking for a motivated…"
126,Sr. Solutions Consultant,AppZen,,New+York,"New York, NY",,30+ days ago,"Our platform combines patented deep learning, computer vision, and semantic analysis with intelligence from thousands of online data sources to understand…"
127,Software Developer,EverCompliant,,New+York,"New York, NY",,30+ days ago,"We are seeking a software engineer who can think outside the box, thrive on solving complex problems and bring creative ideas to the table on a regular basis."
128,Operational Auditor,Sony Corporation of America,4.1,New+York,"New York, NY 10010 (Gramercy area)",,30+ days ago,"The future of internal audit is data analytics.Sony Corporation of America (SCA) seeks a bright, motivated, detail-oriented audit professional for an…"
129,Data Scientist,Ocrolus,,New+York,"New York, NY",,30+ days ago,"Powered by Artificial Intelligence and a unique human-in-the-loop data validation process, Ocrolus plugs directly into customer workflows via API, eliminating…"
130,Quantitative Developer,Maritime Capital LLC,4.5,New+York,"New York, NY 10017",,30+ days ago,"Ability to program in C++, R, Python or Matlab (and take on new technologies as they arise), using complex architectures, data structures, multi-threading,…"
131,Technical Project Manager,American Express,4.1,New+York,"New York, NY",,6 days ago,"Our teams build solutions by harnessing the power of Data, Machine Learning, and Artificial Intelligence to offer powerful selling and re-selling engines to…"
132,2020 Intern - IBM Blockchain Solutions,IBM,3.9,New+York,"Yorktown Heights, NY 10598",,30+ days ago,"By delivering artificial intelligence, analytics, security, blockchain and cloud technology as a service, and in a complete platform tailored to the needs of…"
133,Senior Sourcer (Media),TMP WORLDWIDE,3.7,New+York,"New York, NY",,30+ days ago,"As a team, we are responsible for filling all vacant opportunities (local and remote) across all teams worldwide.Utilize data to drive recruitment activity."
134,Data Scientist,Booz Allen Hamilton,3.9,New+York,"New York, NY 10036 (Garment District area)",,30+ days ago,"As a data scientist, you can turn these complex data sets into useful information to solve global challenges.You’ll mentor teammates, conduct data analysis and…"
135,Applied Artificial Intelligence - Artificial Intelligence -...,Deloitte,4.0,New+York,"New York, NY",,30+ days ago,"Architect, Position, Design, Develop and Deploy enterprise solutions which include components across the Artificial Intelligence spectrum such as Chatbots,…"
136,"Conversational Artificial Intelligence Designer, Manager - A...",Deloitte,4.0,New+York,"New York, NY",,30+ days ago,"Architect, Position, Design, Develop and Deploy enterprise solutions which include components across the Artificial Intelligence spectrum such as Chatbots,…"
