,title,company,rating,search_city,location,salary,age,summary
19,Quality Operations Specialist,Scaleapi,,Philadelphia,"King of Prussia, PA",,30+ days ago,The Quality Operations Specialist role is an entry-level position for individuals who are interested in working in the Artificial Intelligence and Machine…
20,LabWare LIMS Developer,Accenture,4.0,Philadelphia,"Philadelphia, PA",,30+ days ago,As an Accenture Scientific Informatics Services Consultant you will be exposed to the technologies and processes that many leading US companies and government…
21,Software Developer - Database L2 (Contract),Capgemini,3.8,Philadelphia,"Horsham, PA",,Today,"""Senior Developer – Oracle PLSQL developer.Minimum 3 years of Experience in Oracle SQL/PLSQL, Unix, Extensive experience Oracle database development and in…"
22,Scientific Informatics Specialist,Accenture,4.0,Philadelphia,"Philadelphia, PA",,30+ days ago,As an Accenture Scientific Informatics Services Consultant you will be exposed to the technologies and processes that many leading US companies and government…
23,Accenture Consulting Digital Summer Analyst,Accenture,4.0,Philadelphia,"Philadelphia, PA",,30+ days ago,"Learn the basics of business marketing digital strategies including:Synthesizing client needs into clear requirements – e.g., business goals, pain points and…"
24,Regulatory Project Manager,Certara,3.6,Philadelphia,"Philadelphia, PA 19109 (City Center East area)",,13 days ago,"Synchrogenix’s Office of Regulatory Intelligence, Policy and Strategy is comprised of proactive policy drivers focused on efficient planning who provide real…"
25,Software Development Intern,Black Knight Financial Services,3.4,Philadelphia,"Philadelphia, PA",,30+ days ago,Technical understanding of Artificial Intelligence/Machine Learning a plus.Black Knight offers leading software systems; data and analytics offerings; and…
26,GPS – TM1 Specialist,Deloitte,4.0,Philadelphia,"Philadelphia, PA 19103 (Rittenhouse area)",,8 days ago,"Deloitte Services LP includes internal support areas such as Marketing and Communications, Human Resources/Talent, Information Technology, Facilities Management…"
27,SQL Developer (Contract),Capgemini,3.8,Philadelphia,"Wayne, PA",,30+ days ago,Familiar with data management and math oriented.Creates applications of varying scopes in accordance with development standards.
28,Quality Operations Specialist,Scaleapi,,Philadelphia,"King of Prussia, PA",,30+ days ago,The Quality Operations Specialist role is an entry-level position for individuals who are interested in working in the Artificial Intelligence and Machine…
29,Senior Business Development Analyst,LOCKHEED MARTIN CORPORATION,4.0,Philadelphia,"King of Prussia, PA 19406",,30+ days ago,Previous affiliation with Intelligence Community customers.Ability to leverage technical and managerial relationships to assist with the identification of…
30,GPS – TM1 Developer,Deloitte,4.0,Philadelphia,"Philadelphia, PA 19103",,8 days ago,"Deloitte Services LP includes internal support areas such as Marketing and Communications, Human Resources/Talent, Information Technology, Facilities Management…"
31,Quality Operations Specialist,Scaleapi,,Philadelphia,"King of Prussia, PA",,30+ days ago,The Quality Operations Specialist role is an entry-level position for individuals who are interested in working in the Artificial Intelligence and Machine…
32,GPS – TM1 Specialist,Deloitte,4.0,Philadelphia,"Philadelphia, PA 19103",,8 days ago,"Deloitte Services LP includes internal support areas such as Marketing and Communications, Human Resources/Talent, Information Technology, Facilities Management…"
33,Application Analyst (Contract),Capgemini,3.8,Philadelphia,"Wayne, PA",,3 days ago,"Interact with Traders, Portfolio Managers, Data Admins, etc.Troubleshoot problems and attempt to solve and escalate issues if needed."
34,LIMS Developer,Accenture,4.0,Philadelphia,"Philadelphia, PA 19103",,30+ days ago,As an Accenture Scientific Informatics Services consultant you will be exposed to the technologies and processes that many leading US companies and government…
35,Applied Artificial Intelligence - Artificial Intelligence -...,Deloitte,4.0,Philadelphia,"Philadelphia, PA 19103",,30+ days ago,"Architect, Position, Design, Develop and Deploy enterprise solutions which include components across the Artificial Intelligence spectrum such as Chatbots,…"
36,Paid Media Manager,[ 2 one 5 ] Creative,,Philadelphia,"Philadelphia, PA",,28 days ago,Identify and leverage the latest trends and technologies (machine learning and artificial intelligence) affecting the marketing industry.
37,Senior Business Development Analyst,LOCKHEED MARTIN CORPORATION,4.0,Philadelphia,"King of Prussia, PA 19406",,30+ days ago,Previous affiliation with Intelligence Community customers.Ability to leverage technical and managerial relationships to assist with the identification of…
38,Senior Regulatory Writer - United States Locations,Certara,3.6,Philadelphia,"Philadelphia, PA 19109 (City Center East area)",,14 days ago,"Synchrogenix’s Office of Regulatory Intelligence, Policy and Strategy is comprised of proactive policy drivers focused on efficient planning who provide real…"
39,Summer Internship - SRC Risk Analytics & Surveillance,Federal Reserve Bank of Philadelphia,4.3,Philadelphia,"Philadelphia, PA 19106 (City Center East area)",,6 days ago,"Interest in text mining, machine learning and artificial intelligence applications for statistics and econometrics.Federal Reserve Bank of Philadelphia."
40,Application Analyst (Contract),Capgemini,3.8,Philadelphia,"Wayne, PA",,3 days ago,"Interact with Traders, Portfolio Managers, Data Admins, etc.Troubleshoot problems and attempt to solve and escalate issues if needed."
41,Senior Regulatory Writer - United States Locations,Certara,3.6,Philadelphia,"Philadelphia, PA 19109 (City Center East area)",,14 days ago,"Synchrogenix’s Office of Regulatory Intelligence, Policy and Strategy is comprised of proactive policy drivers focused on efficient planning who provide real…"
42,Application Developer B,University of Pennsylvania,4.2,Philadelphia,"Philadelphia, PA",,30+ days ago,Experience with artificial intelligence or machine learning a plus.Penn offers a unique working environment within the city of Philadelphia.
43,Clinical Research Regulatory Specialist,The American College of Radiology,,Philadelphia,"Philadelphia, PA 19103",,30+ days ago,"In addition, ACR CRI conducts research in cardiology, neurology, pediatrics, and other body systems and also has led validation efforts for advancing new…"
44,User Experience Designer,Power Home Remodeling,4.4,Philadelphia,"Philadelphia, PA 19103",,25 days ago,"Power is seeking a seasoned User Experience Designer to join the team at our HQ office outside of Philadelphia, PA.MUST PROVIDE A LINK TO YOUR PORTFOLIO."
45,Machine Learning Engineer,GSK,4.2,Philadelphia,"Collegeville, PA 19426",,30+ days ago,"Identify opportunities to apply the latest advancements in Machine Learning and Artificial Intelligence to build, test, and validate predictive models."
46,Associate User Experience Engineer,Power Home Remodeling,4.4,Philadelphia,"Philadelphia, PA 19103",,25 days ago,Power is seeking an entry-level Associate User Experience Engineer to join our team.This engineer will have the ability to define how internal users will…
47,Automation Test Engineer (Contract),Capgemini,3.8,Philadelphia,"Wayne, PA",,30+ days ago,"Selenium is the focus here with knowledge of UI, Java script based testing.Experienced in Agile practices such as Daily SCRUM, Sprint planning, Grooming and…"
48,"Associate Director, Resource Management",Certara,3.6,Philadelphia,"Philadelphia, PA 19109 (City Center East area)",,30+ days ago,"Synchrogenix’s Office of Regulatory Intelligence, Policy and Strategy is comprised of proactive policy drivers focused on efficient planning who provide real…"
49,AI Application Developer,Morgan Lewis,3.9,Philadelphia,"Philadelphia, PA",,30+ days ago,"A minimum of 2 years designing, developing, and implementing enterprise artificial intelligence.A minimum of 2 years designing, developing, and implementing…"
50,Associate User Experience Engineer,Power Home Remodeling,4.4,Philadelphia,"Philadelphia, PA 19103",,25 days ago,"Power is seeking an entry-level Associate User Experience Engineer to join our team.This engineer will have the ability to define how internal users will…ReactA JavaScript library for building user interfaces for web applications.APIsSkill or experience with programming interfaces that allow communication between products or services.JavaScriptA dynamic scripting language used to enhance web pages. Runs mainly in browsers.CSSA style sheet language that, when paired with a markup language, describes the visual presentation of a document. Developed and maintained by the W3C (World Wide Web Consortium).Dental InsuranceHealth insurance specifically for dental which may cover teeth cleanings and cavity fillings.Disability InsuranceA type of insurance that guarantees a sum of money upon the disability of an insured individual.+13 moreHealth InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.Parental LeaveJob-protected maternity, paternity, and adoption leave for new parents.Communication SkillsExperience or skill effectively exchanging and understanding information, verbally or in writing.401(k)A retirement savings plan sponsored by an employer which allows employees to invest tax-deferred, pre-tax or post-tax contributions. Employers may offer matching or non-elective contributions on behalf of employees as an additional benefit. 401(k) MatchingAn employer-sponsored retirement savings plan, with pre-tax or tax-deferred benefits, where employers match employee contributions.GitA version-control system for source code management.GitHubA web-based version control system that uses Git.PostgreSQLOpen-source object-relational database management system.RubyAn open-source, object-oriented programming language.MySQLOpen-source relational database management system written in C/C++ and developed by Oracle.React NativeAn open source framework to build native mobile apps using JavaScript and React.DockerContainer management software. Allows software to be run in the cloud across machines.SwiftA programming language designed by Apple for Apple platforms."
51,Technical Director,Phenom People,3.3,Philadelphia,"Ambler, PA 19002",,30+ days ago,"We are seeking a Technical Director to manage a global team of 25 to 40 people spread across 5 locations.You will work closely with other teams that implement…Management ExperienceExperience managing personnel in a professional setting.SOAPA protocol for sending and receiving information over HTTP or SMTP.ScrumKnowledge of or experience with the scrum software development process, which is a type of agile methodology.JSONExperience with or knowledge of JSON (JavaScript Object Notation), an open-standard file format.Disability FriendlyIndividuals with disabilities are encouraged to apply.AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks. +6 moreUnit TestingExperience with unit testing, a software development process whereby the smallest testable parts of operation (units) are individually tested.RESTExperience with REST (Representational State Transfer). REST is a protocol for accessing Web services. REST-compliant systems are often called RESTful systems.JavaA compiled programming language and computing platform. Runs mainly on servers.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.AgileKnowledge of or experience managing projects in incremental iterations to continually maximize flexibility and efficiency of a process.Communication SkillsExperience or skill effectively exchanging and understanding information, verbally or in writing."
52,Lead Architect (Contract),Capgemini,3.8,Philadelphia,"Malvern, PA",,Today,"9-13 years (3 years min relevant experience in the role)Refine User Stories based on Business Requirements, Conduct works shops and provide design solutions.ContractAn employee will work for a fixed rate and duration."
53,Machine Learning Engineer,GSK,4.2,Philadelphia,"Collegeville, PA 19426",,30+ days ago,"Identify opportunities to apply the latest advancements in Machine Learning and Artificial Intelligence to build, test, and validate predictive models.PythonAn interpreted, open-source programming language.Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis.RA software environment and language for statistical computing.AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks. Disability FriendlyIndividuals with disabilities are encouraged to apply.Engineering DegreePostsecondary degree in engineering. +5 moreCommunication SkillsExperience or skill effectively exchanging and understanding information, verbally or in writing.TensorFlowAn open-source software library used for numerical computation for building machine learning applications.Statistics DegreePostsecondary degree in statistics. Data Science DegreePostsecondary degree in data science.Deep LearningKnowledge of or experience with using deep learning, a subfield of machine learning in which the model has the ability to learn and make decisions on its own by relying on layers of ANN (artificial neural networks)."
54,"Artificial Intelligence, Senior Manager - Applied Artificial...",Deloitte,4.0,Philadelphia,"Philadelphia, PA 19103",,30+ days ago,"A Senior Manager at Deloitte is expected to contribute to the firm's growth and development in a variety of ways, including:Eagerness to mentor junior staff.TravelA job that requires travel.Engineering DegreePostsecondary degree in engineering. Monday to FridayA work schedule that covers Monday through Friday.AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks. SPSSSoftware package created by IBM used for statistical analysis.TensorFlowAn open-source software library used for numerical computation for building machine learning applications.+17 moreNatural Language ProcessingExperience with Natural Language Processing, a process that focuses on interaction between computers and human languages.Mathematics DegreePostsecondary degree in mathematics, applied mathematics, probability, or number theory. RA software environment and language for statistical computing.ScriptingExperience writing computer scripts, typically to automate tasks. Common scripting languages include Python, Perl, and Java.TableauData visualization software built for business intelligence applications. Developed by Tableau.AnalyticsExperience or skill with finding and analyzing patterns in data.AWSExperience with Amazon Web Services, a platform which provides a wide array of information technology services to individuals or organizations. Services include but are not limited to cloud computing, data storage, database services, business applications, and content delivery. Microsoft PowerpointPresentation software.Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis.Communication SkillsExperience or skill effectively exchanging and understanding information, verbally or in writing.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.SparkAn open-source data processing engine for running analytics.TroubleshootingSkill in troubleshooting and problem solving.Public SpeakingSkill or experience speaking in front of an audience.ApacheSet of open source software developed by the Apache Software Foundation.PegasystemsA software suite of Pegasystems products designed to improve customer and business process management.VisioVector graphics creation software for flowcharts and diagrams."
55,DevOps Engineer Azure L2 (Contract),Capgemini,3.8,Philadelphia,"Malvern, PA",,30+ days ago,"6-7+Experience in Make a Dev-ops frameworks for CI and CD process in required platform such as Azure Dev-ops.Worked in Dynamics CRM administration.ContractAn employee will work for a fixed rate and duration.AzureA cloud computing platform developed by Microsoft.DevOpsSkill or experience in the agile relationship and processes between software development and IT operations to improve communication and collaboration.Shell ScriptingScripts that run in a Unix or Windows shell.PythonAn interpreted, open-source programming language.CI/CDExperience consolidating several developers' code into a shared repository as well as delivering or deploying new code continuously.+1 moreRoot Cause AnalysisExperience with or skills in identifying the underlying causes of problems in order to determine the most efficient and appropriate method of problem solving."
56,Technology Strategist Director,LOCKHEED MARTIN CORPORATION,4.0,Philadelphia,"Cherry Hill, NJ 08002",,30+ days ago,"Demonstrated ability to bridge from technical capabilities to visionary ideas, initially in defense applications of artificial intelligence (AI).Computer Science DegreePostsecondary degree in computer science, including degrees in information technology. A degree in computer engineering focuses on programming, data architecture, algorithms, and theory.Disability FriendlyIndividuals with disabilities are encouraged to apply.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.Communication SkillsExperience or skill effectively exchanging and understanding information, verbally or in writing.Top Secret ClearanceThe highest level of security clearance granted by the U.S. Department of State.TS/SCISecurity clearance that grants access to the highest levels of classified and sensitive government information.+4 moreBusiness DevelopmentExperience or knowledge identifying pipelines for new business growth, including new markets, new distribution channels, or new products.AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks. MentoringExperience providing guidance and support to less experiences practitioners.Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis."
