,title,company,rating,search_city,location,salary,age,summary
16,Azure Technical Trainer,Microsoft,4.2,Dallas,"Dallas, TX 75207 (Near East area)",,30+ days ago,"Broad understanding of cloud computing, cloud infrastructure, application development/devops, data analytics and/or artificial intelligence.IaaSSkill in or experience with IaaS (Infrastructure as a Service) solutions, delivery, or implementation. IaaS (Infrastructure as a Service) delivers outsourced computer infrastructure to assist an enterprise with cloud computing needs.PaaSExperience with Platform as a Service, a type of cloud computing model.Cloud ComputingExperience with cloud computing platforms, administration, and tools. The cloud is a term used to describe instances in which shared computers or servers are used to store or process data, while also making that data accessible through the Internet. +10 moreCloud InfrastructureExperience working with cloud computing infrastructure.VirtualizationSkill or experience creating a virtual version of computer hardware programs, applications, computer network resources, or storage devices.TravelA job that requires travel.LinuxOpen-source kernel for a family of operating systems.AzureA cloud computing platform developed by Microsoft.Disability FriendlyIndividuals with disabilities are encouraged to apply.AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks. DevOpsSkill or experience in the agile relationship and processes between software development and IT operations to improve communication and collaboration.Classroom ExperienceExperience in a classroom setting. Typically required for teachers and educators.Web DevelopmentExperience in or knowledge of developing websites."
17,Global Operations Innovation Office - Associate,JP Morgan Chase,3.9,Dallas,"Plano, TX 75024",,30+ days ago,"The primary responsibilities of the Innovation Program Lead will be end-to-end strategic planning and execution of proven solutions (e.g., Robotic Process…ExcelSpreadsheet software developed by Microsoft.Communication SkillsExperience or skill effectively exchanging and understanding information, verbally or in writing.SharePointA web-based document management, storage, and collaboration platform developed by Microsoft.+6 moreRoboticsExperience with the design, construction, and operation of robots.Natural Language ProcessingExperience with Natural Language Processing, a process that focuses on interaction between computers and human languages.Project ManagementSkills or experience related to project management. Project management includes planning, executing, and monitoring projects in order to meet requirements while controlling budget, scope, and timeline.Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks. Microsoft PowerpointPresentation software."
18,"Sr. Director, Divisional CISO",Capital One - US,4.0,Dallas,"Plano, TX",,13 days ago,"You are an advocate in the value of data driven business decisions and products, as well as comfortable with big data and cloud based technologies and tools,…SQLProgramming language used for interacting with data held in a relational database.Financial ServicesKnowledge of or experience with services related to the finance industry, such as banking, lending, or investing.HadoopA framework that allows for the distributed processing of large data sets across clusters of computers using simple programming models.+20 moreAWSExperience with Amazon Web Services, a platform which provides a wide array of information technology services to individuals or organizations. Services include but are not limited to cloud computing, data storage, database services, business applications, and content delivery. EncryptionKnowledge of or experience with computationally secure protocols.APIsSkill or experience with programming interfaces that allow communication between products or services.DevOpsSkill or experience in the agile relationship and processes between software development and IT operations to improve communication and collaboration.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.PythonAn interpreted, open-source programming language.Information SecurityExperience with or knowledge of information security planning, operations, best practices, or products. Information Security refers to the protection of information or information systems from access or alteration by unauthorized sources.Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis.Doctoral DegreeTerminal degree awarded by universities or colleges at the completion of an advanced, research-focused course of study. A Doctoral Degree enables the holder to teach at high levels in universities or colleges, or to work in other specialized professional roles. Google Cloud PlatformA platform for cloud services offered by Google.AzureA cloud computing platform developed by Microsoft.Communication SkillsExperience or skill effectively exchanging and understanding information, verbally or in writing.KafkaAn open-source platform for processing real time data.Big DataExperience using large amounts of data to extract and analyze insights about products, populations, or services. Data ScienceKnowledge or experience employing various data science methods, algorithms, and programming languages.CISSPA cybersecurity certification awarded by the International Information System Security Certification Consortium (ISC)² upon passing the CISSP (Certified Information Systems Security Professional) exam.AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks. IT ExperienceSkill or experience managing computer-based information systems, such as software and hardware, in commercial or business settings.AgileKnowledge of or experience managing projects in incremental iterations to continually maximize flexibility and efficiency of a process."
19,"Senior Associate, Business Services",KPMG,4.0,Dallas,"Dallas, TX",,12 days ago,"Assist clients with building capability centers to enable seamless internal and external customer experience, actionable insights from enterprise data through…Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.Management ConsultingSkill or experience working with an organization to assess managerial or organizational issues and to identify ways to improve them. AnalyticsExperience or skill with finding and analyzing patterns in data.+4 moreDisability FriendlyIndividuals with disabilities are encouraged to apply.Team ManagementExperience providing direction to a team of employees.Health InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis."
20,.Net Developer (Contract),Capgemini,3.8,Dallas,"Irving, TX 75062 (Las Colinas Urban Center area)",,Today,"Develop and maintain various web applications using ASP.Net MVC, Angular/AngularJS and SQL Server.Use Microsoft Azure to create various web applications and…ContractAn employee will work for a fixed rate and duration..NETA back-end software framework developed by Microsoft. .NET encompasses an array of software development tools.MVCThe software architectural pattern that divides an application into three components: the model, the view, and the controller.ASP.NETWeb application development framework based on the Microsoft .NET framework.C#Object-oriented programming language developed by Microsoft as part of the .NET framework infrastructure.Microsoft SQL ServerProprietary relational database management system written in C/C++ and developed by Microsoft.+11 moreAngularOpen source web application platform managed largely by the Angular Team at Google.WCFA framework for building service-oriented applications.SQLProgramming language used for interacting with data held in a relational database.AJAXA group of tools used to create asynchronous Web applications.JavaScriptA dynamic scripting language used to enhance web pages. Runs mainly in browsers.OracleDatabase used for online transaction processing and data warehousing developed by Oracle Corporation.AzureA cloud computing platform developed by Microsoft.APIsSkill or experience with programming interfaces that allow communication between products or services.XamarinA software development toolkit designed for cross-platform development using the C# language.SAP HANARelational database management system developed by SAP SE.SAP ERPSoftware suite from SAP containing modules on accounting, business intelligence, customer relations, human resources, supply chain, inventory, and manufacturing."
21,Artificial Intelligence Technical Lead,Avani Technology Solutions Inc,4.6,Dallas,"Dallas, TX",,30+ days ago,"In this role, candidate will design, develop and create tools to get insight through application of machine learning, artificial intelligence and cognitive…AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks. SparkAn open-source data processing engine for running analytics.Application DevelopmentExperience or skill in developing computer or mobile device applications.TensorFlowAn open-source software library used for numerical computation for building machine learning applications.RA software environment and language for statistical computing.HadoopA framework that allows for the distributed processing of large data sets across clusters of computers using simple programming models.+9 moreNatural Language ProcessingExperience with Natural Language Processing, a process that focuses on interaction between computers and human languages.ScalaA functional programming language that runs on the JVM (Java Virtual Machine).Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD..NETA back-end software framework developed by Microsoft. .NET encompasses an array of software development tools.Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis.JavaA compiled programming language and computing platform. Runs mainly on servers.SQLProgramming language used for interacting with data held in a relational database.APIsSkill or experience with programming interfaces that allow communication between products or services.PythonAn interpreted, open-source programming language."
22,GPS – TM1 Specialist,Deloitte,4.0,Dallas,"Dallas, TX 75201 (City Center District area)",,8 days ago,"Deloitte Services LP includes internal support areas such as Marketing and Communications, Human Resources/Talent, Information Technology, Facilities Management…Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.CognosA suite of business intelligence and performance management software by IBM.AnalyticsExperience or skill with finding and analyzing patterns in data.SAFeA scaling framework which enables the implementation of Agile and Lean practices at an enterprise level.TroubleshootingSkill in troubleshooting and problem solving.AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks. +2 moreComputer Science DegreePostsecondary degree in computer science, including degrees in information technology. A degree in computer engineering focuses on programming, data architecture, algorithms, and theory.AgileKnowledge of or experience managing projects in incremental iterations to continually maximize flexibility and efficiency of a process."
23,AppDynamics Territory Sales Representative,Cisco Systems,4.1,Dallas,"Richardson, TX",,15 days ago,"Balance maniacal pipeline generation while running tight sales cycles from start go finish.Successful reps are scheduling & running 8-10 meetings per week with…DevOpsSkill or experience in the agile relationship and processes between software development and IT operations to improve communication and collaboration.Paid Time OffPaid time off from work.Vision InsuranceHealth insurance specifically for vision which may cover eye exams and eyewear.Dental InsuranceHealth insurance specifically for dental which may cover teeth cleanings and cavity fillings.Employee DiscountA program that provides employees with products and services at a discount.Health InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.+5 moreMachine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis.TravelA job that requires travel.401(k)A retirement savings plan sponsored by an employer which allows employees to invest tax-deferred, pre-tax or post-tax contributions. Employers may offer matching or non-elective contributions on behalf of employees as an additional benefit. Disability FriendlyIndividuals with disabilities are encouraged to apply.401(k) MatchingAn employer-sponsored retirement savings plan, with pre-tax or tax-deferred benefits, where employers match employee contributions."
24,Scientific Informatics Consultant,Accenture,4.0,Dallas,"Dallas, TX",,30+ days ago,"Leveraging digital technologies such as automation, artificial intelligence, Internet of Things, analytics and cloud, in combination with a fundamental redesign…TravelA job that requires travel.Disability FriendlyIndividuals with disabilities are encouraged to apply.TroubleshootingSkill in troubleshooting and problem solving.SQLProgramming language used for interacting with data held in a relational database.AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks. Organizational SkillsAbility to organize workload, processes, or physical objects and spaces.+1 moreLaboratory Information Management SystemsSoftware used to manage, track, and analyze laboratory samples and data."
25,AppDynamics Corporate Sales Representative,Cisco Systems,4.1,Dallas,"Richardson, TX",,15 days ago,"Balance high volume pipeline generation while running tight sales cycles from start to finish.Successful reps are scheduling & running 8-10 meetings per week…DevOpsSkill or experience in the agile relationship and processes between software development and IT operations to improve communication and collaboration.Enterprise SalesExperience selling goods or services that involve multiple stakeholders and a longer sales cycle.Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis.Work From HomeA policy which allows employees to work from home.TravelA job that requires travel.401(k) MatchingAn employer-sponsored retirement savings plan, with pre-tax or tax-deferred benefits, where employers match employee contributions.+8 moreEmployee DiscountA program that provides employees with products and services at a discount.Vision InsuranceHealth insurance specifically for vision which may cover eye exams and eyewear.Paid Time OffPaid time off from work.Dental InsuranceHealth insurance specifically for dental which may cover teeth cleanings and cavity fillings.401(k)A retirement savings plan sponsored by an employer which allows employees to invest tax-deferred, pre-tax or post-tax contributions. Employers may offer matching or non-elective contributions on behalf of employees as an additional benefit. Disability FriendlyIndividuals with disabilities are encouraged to apply.Health InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.Communication SkillsExperience or skill effectively exchanging and understanding information, verbally or in writing."
26,Global Operations Innovation Office – Analyst,JP Morgan Chase,3.9,Dallas,"Plano, TX 75024",,30+ days ago,"The Ops Innovation landscape spans Intelligent Automation (e.g., Robotic Process Automation, Optical Character Recognition/Intelligent Character Recognition),…ExcelSpreadsheet software developed by Microsoft.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.Communication SkillsExperience or skill effectively exchanging and understanding information, verbally or in writing.SharePointA web-based document management, storage, and collaboration platform developed by Microsoft.RoboticsExperience with the design, construction, and operation of robots.Natural Language ProcessingExperience with Natural Language Processing, a process that focuses on interaction between computers and human languages.+3 moreProject ManagementSkills or experience related to project management. Project management includes planning, executing, and monitoring projects in order to meet requirements while controlling budget, scope, and timeline.AIExperience with artificial intelligence, or the use of machines which can learn and adapt as they perform computing tasks. Microsoft PowerpointPresentation software."
27,Omnichannel Specialist,NICE inContact,,Dallas,"Dallas, TX",,12 days ago,"The Sr. District Sales Manager is responsible for seeking and maintaining relationships with NICE inContact Sales Partners and identifying sales opportunities…TravelA job that requires travel.SaaSExperience with or knowledge of SaaS (Software as a Service). SaaS is a model whereby software is licensed on a subscription basis and centrally hosted. It is typically accessed by a web browser.Business DegreePostsecondary degree in business, including degrees in business management, international business, business administration, and entrepreneurship.Marketing DegreePostsecondary degree in marketing.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.OfficeA job that is performed in an office environment.+2 moreSales ExperienceSkill or experience with sales.Business Information Systems DegreePostsecondary degree in business information systems."
28,"Sr Director, Forecasting Sciences",Neiman Marcus,3.7,Dallas,"Dallas, TX",,30+ days ago,"Working with business leaders to develop a clear understanding of leading indicators and NMG business drivers;Job: Advertising/Marketing/Public Relations.SQLProgramming language used for interacting with data held in a relational database.Distributed SystemsSkill or experience with distributed computing systems.GitA version-control system for source code management.Software DevelopmentExperience in or knowledge of software development.HadoopA framework that allows for the distributed processing of large data sets across clusters of computers using simple programming models.Day ShiftA shift that starts in or primarily occurs during the day.+8 moreDatabasesExperience or skill working with databases.Leadership ExperienceExperience providing direction to individuals in any environment.RA software environment and language for statistical computing.Communication SkillsExperience or skill effectively exchanging and understanding information, verbally or in writing.Full-timeAn employee will work full time.ForecastingSkill in or experience making predictions about future financial outcomes through the analysis of trends and patterns in data.PythonAn interpreted, open-source programming language.Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis."
29,Sales Manager - North America (Dallas),Echobox,,Dallas,"Dallas, TX",,30+ days ago,"You will work closely with our VP Sales to acquire and build successful customer relationships in your region.Minimum 2.1 degree from a top tier university.Product ManagementExperience managing the strategy, development, production, or marketing of new or existing products.Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis.SaaSExperience with or knowledge of SaaS (Software as a Service). SaaS is a model whereby software is licensed on a subscription basis and centrally hosted. It is typically accessed by a web browser."
30,EUS Intern,Copart,2.8,Dallas,"Dallas, TX 75254",,30+ days ago,Applicable experience in Artificial Intelligence and Machine Learning.Copart is looking for an EUS Engineering Intern to work on proof of concepts and assist…
31,Delivery Manager,amdocs,3.9,Dallas,"Plano, TX",,10 days ago,Experience in Artificial Intelligence and Machine Learning.Delivery Support to AT&T CDO (Chief Data Office) Data Science Teams with activities integral to the…
32,"Conversational Artificial Intelligence Designer, Manager - A...",Deloitte,4.0,Dallas,"Dallas, TX 75201 (City Center District area)",,30+ days ago,"Architect, Position, Design, Develop and Deploy enterprise solutions which include components across the Artificial Intelligence spectrum such as Chatbots,…"
33,"Conversational Artificial Intelligence Architect, Manger - A...",Deloitte,4.0,Dallas,"Dallas, TX 75201 (City Center District area)",,30+ days ago,"Architect, Position, Design, Develop and Deploy enterprise solutions which include components across the Artificial Intelligence spectrum such as Chatbots,…"
34,PwC Digital Products - Platform Documentation Lead,PwC,4.0,Dallas,"Dallas, TX 75201",,Today,"Analytics, Artificial Intelligence and Robotics, Business Analytics, Computer and Information Science, Computer Engineering & Accounting, Management Information…"
35,Senior Project Manager,"Insight Enterprises, Inc.",3.6,Dallas,"Plano, TX 75075",,5 days ago,"2018 Dell EMC Server Partner of the Year, 2018 Intel Retail Solution Partner of the Year, 2018 Microsoft Worldwide Artificial Intelligence Partner of the Year."
36,Machine Learning Engineer (Campus),Allstate,3.8,Dallas,"Irving, TX",,30+ days ago,"Hands-on machine learning or artificial intelligence software engineering experience.BS degree in Computer Science, Machine Learning or Artificial Intelligence…"
37,AI ML Engineer,Omnitracs LLC,3.4,Dallas,"Dallas, TX 75201 (City Center District area)",,22 days ago,"Artificial Intelligence (AI/ ML Engineer).Design, develop, and deliver AI/machine learning enabled solutions for specific industry problems."
38,AppDynamics Business Development Representative,Cisco Systems,4.1,Dallas,"Richardson, TX",,15 days ago,"Please note this posting is to advertise potential job opportunities.This exact role may not be open today, but could open in the near future."
39,Applied Artificial Intelligence - Artificial Intelligence -...,Deloitte,4.0,Dallas,"Dallas, TX 75201 (City Center District area)",,30+ days ago,"Architect, Position, Design, Develop and Deploy enterprise solutions which include components across the Artificial Intelligence spectrum such as Chatbots,…"
40,HR Business Partner,Cognizant Technology Solutions,3.9,Dallas,"Plano, TX",,30+ days ago,Experience in working with Digital or Artificial Intelligence business.Clients engage customers by envisioning and building creative products and.
41,Architect Sr,"Insight Enterprises, Inc.",3.6,Dallas,"Plano, TX 75075",,30+ days ago,"2018 Dell EMC Server Partner of the Year, 2018 Intel Retail Solution Partner of the Year, 2018 Microsoft Worldwide Artificial Intelligence Partner of the Year."
42,"AppD Director, Inside Sales - Dallas (4646)",Cisco Systems,4.1,Dallas,"Richardson, TX",,15 days ago,"AppDynamics is seeking a highly motivated Inside Sales Manager to add to its talented team of professionals.In this role, you will:"
43,Implementation Manager,Pieces Technologies,3.0,Dallas,"Dallas, TX",,30+ days ago,"Pieces also uses artificial intelligence (AI) to predict patients at-risk for adverse outcomes, applies machine learning (ML) with clinical human augmentation…"
44,"Senior Director, Contact Center Operations",CSC ServiceWorks,3.1,Dallas,"Irving, TX 75062",,24 days ago,"Possesses experience using artificial intelligence to streamline operations and create effortless client experiences, supporting clients and consumers…"
45,GPS – TM1 Developer,Deloitte,4.0,Dallas,"Dallas, TX 75201 (City Center District area)",,8 days ago,"Deloitte Services LP includes internal support areas such as Marketing and Communications, Human Resources/Talent, Information Technology, Facilities Management…"
46,Specialty Sales - Hardware,Atos,3.6,Dallas,"Irving, TX",,7 days ago,Artificial Intelligence (and related requirements towards hardware).For more information go to atos.net .Senior Enterprise Server Sales Executive.
47,Head of Embedded Engineering,Motorola Solutions,4.1,Dallas,"Allen, TX",,30+ days ago,"In this role you will coordinate the development of our next generation In-Car and Wearable Video Systems and associated products utilizing embedded platforms,…"
48,Accenture Consulting Digital Summer Analyst,Accenture,4.0,Dallas,"Dallas, TX",,30+ days ago,"Learn the basics of business marketing digital strategies including:Synthesizing client needs into clear requirements – e.g., business goals, pain points and…"
49,Cyber Security Architect L1 (Application Security Architect...,Capgemini,3.8,Dallas,"Plano, TX",,Just posted,Develop key elements and requirements for new DevSecOps services.Design solutions that integrate security into client pipelines faster and more effectively.
50,Cyber Security Architect L1 (Application Security Architect...,Capgemini,3.8,Dallas,"Plano, TX",,Just posted,Develop key elements and requirements for new DevSecOps services.Design solutions that integrate security into client pipelines faster and more effectively.
51,Manager - Business Intelligence,Verizon,3.9,Dallas,"Irving, TX 75038",,30+ days ago,Experience working with business intelligence systems to provide diagnostic self-serve information to clients and business units.Even better if you have:
52,Head of Embedded Engineering,Motorola Solutions,4.1,Dallas,"Allen, TX",,30+ days ago,"In this role you will coordinate the development of our next generation In-Car and Wearable Video Systems and associated products utilizing embedded platforms,…"
53,AppDynamics Business Development Representative,Cisco Systems,4.1,Dallas,"Richardson, TX",,15 days ago,"Please note this posting is to advertise potential job opportunities.This exact role may not be open today, but could open in the near future."
